3:06:23.298 PM 9/15/2022 	 109.351255 	 297.055555 	 109.433200 	 297.288124 	 295.110258 	 295.277525 	 295.049933 	 295.104603 
3:06:30.423 PM 9/15/2022 	 109.350361 	 297.053255 	 109.433617 	 297.289198 	 295.086358 	 295.279544 	 295.026030 	 295.085886 
3:06:37.610 PM 9/15/2022 	 109.349408 	 297.050803 	 109.434808 	 297.292265 	 295.092865 	 295.282280 	 295.041021 	 295.082496 
3:06:44.804 PM 9/15/2022 	 109.348693 	 297.048963 	 109.435583 	 297.294259 	 295.104829 	 295.274925 	 295.055815 	 295.102002 
3:06:51.986 PM 9/15/2022 	 109.348753 	 297.049116 	 109.435225 	 297.293339 	 295.053608 	 295.314644 	 295.037112 	 295.102622 
3:06:59.220 PM 9/15/2022 	 109.348872 	 297.049423 	 109.434034 	 297.290271 	 295.121766 	 295.320119 	 295.041176 	 295.090663 
3:07:06.440 PM 9/15/2022 	 109.348217 	 297.047736 	 109.431234 	 297.283063 	 295.078549 	 295.321672 	 295.036603 	 295.093630 
3:07:13.618 PM 9/15/2022 	 109.347860 	 297.046817 	 109.432009 	 297.285057 	 295.109851 	 295.307738 	 295.047641 	 295.097127 
3:07:20.832 PM 9/15/2022 	 109.346668 	 297.043751 	 109.432009 	 297.285057 	 295.103792 	 295.255987 	 295.032155 	 295.074573 
3:07:27.999 PM 9/15/2022 	 109.345715 	 297.041298 	 109.431890 	 297.284750 	 295.110251 	 295.267154 	 295.048512 	 295.097998 
3:07:35.235 PM 9/15/2022 	 109.345358 	 297.040378 	 109.432426 	 297.286130 	 295.093699 	 295.265684 	 295.042799 	 295.083331 
3:07:42.440 PM 9/15/2022 	 109.344643 	 297.038538 	 109.432664 	 297.286744 	 295.103106 	 295.291575 	 295.031468 	 295.077657 
3:07:49.644 PM 9/15/2022 	 109.344107 	 297.037158 	 109.432604 	 297.286591 	 295.108887 	 295.304419 	 295.026409 	 295.064586 
3:07:56.820 PM 9/15/2022 	 109.344048 	 297.037005 	 109.430103 	 297.280149 	 295.127430 	 295.302228 	 295.031287 	 295.075119 
3:08:04.016 PM 9/15/2022 	 109.343690 	 297.036085 	 109.428554 	 297.276162 	 295.104719 	 295.349713 	 295.026482 	 295.097650 
3:08:11.211 PM 9/15/2022 	 109.342499 	 297.033019 	 109.427660 	 297.273861 	 295.122464 	 295.374042 	 295.048001 	 295.120579 
3:08:18.427 PM 9/15/2022 	 109.341963 	 297.031640 	 109.428852 	 297.276929 	 295.133938 	 295.416594 	 295.045337 	 295.109904 
3:08:25.637 PM 9/15/2022 	 109.341070 	 297.029340 	 109.430103 	 297.280149 	 295.129294 	 295.383223 	 295.028909 	 295.078868 
3:08:32.817 PM 9/15/2022 	 109.341248 	 297.029800 	 109.429983 	 297.279843 	 295.127192 	 295.394782 	 295.037648 	 295.123894 
3:08:40.020 PM 9/15/2022 	 109.340891 	 297.028880 	 109.430043 	 297.279996 	 295.128443 	 295.364005 	 295.018160 	 295.092156 
3:08:47.230 PM 9/15/2022 	 109.340057 	 297.026734 	 109.431353 	 297.283370 	 295.161636 	 295.373632 	 295.043819 	 295.086708 
3:08:54.429 PM 9/15/2022 	 109.339998 	 297.026581 	 109.430758 	 297.281836 	 295.136796 	 295.327607 	 294.993991 	 295.081659 
3:09:01.639 PM 9/15/2022 	 109.339640 	 297.025661 	 109.429447 	 297.278462 	 295.120606 	 295.342512 	 295.012678 	 295.094215 
3:09:12.436 PM 9/15/2022 	 109.338509 	 297.022748 	 109.428256 	 297.275395 	 295.135094 	 295.354638 	 295.061576 	 295.101164 
3:09:19.637 PM 9/15/2022 	 109.338032 	 297.021522 	 109.429507 	 297.278616 	 295.128040 	 295.322623 	 295.030483 	 295.112489 
3:09:26.822 PM 9/15/2022 	 109.337734 	 297.020755 	 109.430400 	 297.280916 	 295.094365 	 295.289903 	 295.019897 	 295.086824 
3:09:34.028 PM 9/15/2022 	 109.337556 	 297.020295 	 109.430758 	 297.281836 	 295.102935 	 295.271147 	 295.012443 	 295.073244 
3:09:44.851 PM 9/15/2022 	 109.337615 	 297.020448 	 109.428018 	 297.274782 	 295.118684 	 295.236011 	 295.042806 	 295.109730 
3:09:52.034 PM 9/15/2022 	 109.337734 	 297.020755 	 109.425278 	 297.267727 	 295.139649 	 295.262624 	 295.032197 	 295.100064 
3:09:59.217 PM 9/15/2022 	 109.336424 	 297.017382 	 109.423908 	 297.264200 	 295.111548 	 295.251020 	 295.013517 	 295.076674 
3:10:06.440 PM 9/15/2022 	 109.336067 	 297.016463 	 109.423550 	 297.263279 	 295.152777 	 295.268211 	 295.043913 	 295.096699 
3:10:13.637 PM 9/15/2022 	 109.335173 	 297.014163 	 109.423372 	 297.262819 	 295.142641 	 295.297178 	 295.038489 	 295.112010 
3:10:20.815 PM 9/15/2022 	 109.334042 	 297.011250 	 109.423133 	 297.262206 	 295.192531 	 295.330566 	 295.068124 	 295.132688 
3:10:28.050 PM 9/15/2022 	 109.334042 	 297.011250 	 109.420691 	 297.255918 	 295.123869 	 295.341063 	 295.026783 	 295.116329 
3:10:35.211 PM 9/15/2022 	 109.333029 	 297.008644 	 109.419798 	 297.253618 	 295.132477 	 295.284662 	 295.017482 	 295.098547 
3:10:42.434 PM 9/15/2022 	 109.332553 	 297.007418 	 109.420870 	 297.256378 	 295.187561 	 295.291680 	 295.064566 	 295.098028 
3:10:49.644 PM 9/15/2022 	 109.331719 	 297.005272 	 109.420572 	 297.255611 	 295.121750 	 295.253680 	 295.019478 	 295.078393 
3:10:56.805 PM 9/15/2022 	 109.330885 	 297.003125 	 109.419023 	 297.251624 	 295.133170 	 295.285826 	 295.033729 	 295.098298 
3:11:04.053 PM 9/15/2022 	 109.330289 	 297.001592 	 109.418130 	 297.249324 	 295.140908 	 295.290735 	 295.053251 	 295.112633 
3:11:11.237 PM 9/15/2022 	 109.329813 	 297.000366 	 109.417653 	 297.248097 	 295.123742 	 295.302310 	 295.049279 	 295.113374 
3:11:18.440 PM 9/15/2022 	 109.328920 	 296.998066 	 109.417058 	 297.246563 	 295.112447 	 295.277829 	 295.035626 	 295.048823 
