Timestamp                  	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 raw R (Ohm)	RTD1 raw R (Ohm)
7:03:05.003 PM 10/14/2022 	 3.989515 	 297.647000 	 44.546000 	 -78.511568 	 4.023491 	 297.647000 	 44.546000 	 -78.511568 	 102.460400 	 109.111964
7:03:10.003 PM 10/14/2022 	 3.995467 	 297.647000 	 44.546000 	 -79.771525 	 4.019519 	 297.647000 	 44.546000 	 -79.771525 	 102.457720 	 109.112381
7:03:15.003 PM 10/14/2022 	 4.002987 	 297.647000 	 44.546000 	 -81.031889 	 4.020398 	 297.647000 	 44.546000 	 -81.031889 	 102.454265 	 109.112500
7:03:20.003 PM 10/14/2022 	 4.008505 	 297.647000 	 44.546000 	 -78.774319 	 4.021707 	 297.647000 	 44.546000 	 -78.774319 	 102.451466 	 109.112500
7:03:25.003 PM 10/14/2022 	 3.995764 	 297.647000 	 44.546000 	 -80.297063 	 4.018820 	 297.647000 	 44.546000 	 -80.297063 	 102.448607 	 109.112797
7:03:30.003 PM 10/14/2022 	 3.997184 	 297.647000 	 44.546000 	 -79.798883 	 4.030760 	 297.647000 	 44.546000 	 -79.798883 	 102.445153 	 109.112738
7:03:35.003 PM 10/14/2022 	 3.996747 	 297.647000 	 44.546000 	 -79.521557 	 4.014805 	 297.647000 	 44.546000 	 -79.521557 	 102.442294 	 109.112917
7:03:40.004 PM 10/14/2022 	 3.993629 	 297.647000 	 44.546000 	 -80.680083 	 4.014455 	 297.647000 	 44.546000 	 -80.680083 	 102.439197 	 109.112500
7:03:45.003 PM 10/14/2022 	 3.997536 	 297.647000 	 44.546000 	 -79.941629 	 4.014883 	 297.647000 	 44.546000 	 -79.941629 	 102.436159 	 109.113155
7:03:50.004 PM 10/14/2022 	 4.003124 	 297.647000 	 44.546000 	 -79.713501 	 4.020706 	 297.647000 	 44.546000 	 -79.713501 	 102.433181 	 109.113334
7:03:55.003 PM 10/14/2022 	 4.009844 	 297.647000 	 44.546000 	 -79.410033 	 4.025092 	 297.647000 	 44.546000 	 -79.410033 	 102.430024 	 109.113274
7:04:00.004 PM 10/14/2022 	 3.991587 	 297.647000 	 44.546000 	 -79.567668 	 4.014231 	 297.647000 	 44.546000 	 -79.567668 	 102.427106 	 109.113334
7:04:05.003 PM 10/14/2022 	 3.991264 	 297.647000 	 44.546000 	 -80.024805 	 4.020759 	 297.647000 	 44.546000 	 -80.024805 	 102.424009 	 109.113572
7:04:10.003 PM 10/14/2022 	 3.988960 	 297.647000 	 44.546000 	 -79.672133 	 4.017994 	 297.647000 	 44.546000 	 -79.672133 	 102.421329 	 109.113691
7:04:15.003 PM 10/14/2022 	 3.994682 	 297.647000 	 44.546000 	 -79.329506 	 4.021393 	 297.647000 	 44.546000 	 -79.329506 	 102.417874 	 109.113631
7:04:20.003 PM 10/14/2022 	 3.996573 	 297.647000 	 44.546000 	 -81.036632 	 4.016629 	 297.647000 	 44.546000 	 -81.036632 	 102.415134 	 109.114346
7:04:25.003 PM 10/14/2022 	 3.989798 	 297.647000 	 44.546000 	 -79.241367 	 4.023418 	 297.647000 	 44.546000 	 -79.241367 	 102.412216 	 109.114227
7:04:30.003 PM 10/14/2022 	 3.987648 	 297.647000 	 44.546000 	 -80.501036 	 4.011906 	 297.647000 	 44.546000 	 -80.501036 	 102.409059 	 109.113870
7:04:35.003 PM 10/14/2022 	 3.993251 	 297.647000 	 44.546000 	 -80.258009 	 4.016783 	 297.647000 	 44.546000 	 -80.258009 	 102.406081 	 109.115121
7:04:40.004 PM 10/14/2022 	 3.999807 	 297.647000 	 44.546000 	 -79.095204 	 4.008175 	 297.647000 	 44.546000 	 -79.095204 	 102.402627 	 109.114525
7:04:45.003 PM 10/14/2022 	 4.001553 	 297.647000 	 44.546000 	 -79.164480 	 4.013352 	 297.647000 	 44.546000 	 -79.164480 	 102.399947 	 109.114763
7:04:50.003 PM 10/14/2022 	 3.989553 	 297.647000 	 44.546000 	 -79.507986 	 4.012055 	 297.647000 	 44.546000 	 -79.507986 	 102.396552 	 109.115240
7:04:55.003 PM 10/14/2022 	 3.997975 	 297.647000 	 44.546000 	 -79.703899 	 4.012686 	 297.647000 	 44.546000 	 -79.703899 	 102.393871 	 109.114823
7:05:00.003 PM 10/14/2022 	 3.988608 	 297.647000 	 44.546000 	 -79.037730 	 4.016760 	 297.647000 	 44.546000 	 -79.037730 	 102.391072 	 109.115001
7:05:05.003 PM 10/14/2022 	 3.995427 	 297.647000 	 44.546000 	 -80.174386 	 4.017613 	 297.647000 	 44.546000 	 -80.174386 	 102.387677 	 109.115597
7:05:09.753 PM 10/14/2022 	 3.988084 	 297.647000 	 44.546000 	 -79.699261 	 4.023610 	 297.647000 	 44.546000 	 -79.699261 	 102.384759 	 109.115597
7:05:14.753 PM 10/14/2022 	 3.993227 	 297.647000 	 44.546000 	 -80.008801 	 4.006525 	 297.647000 	 44.546000 	 -80.008801 	 102.381185 	 109.115835
7:05:19.753 PM 10/14/2022 	 3.996948 	 297.647000 	 44.546000 	 -79.796445 	 4.015686 	 297.647000 	 44.546000 	 -79.796445 	 102.378684 	 109.115359
7:05:24.753 PM 10/14/2022 	 3.994801 	 297.647000 	 44.546000 	 -79.686462 	 4.015669 	 297.647000 	 44.546000 	 -79.686462 	 102.375408 	 109.115716
7:05:29.753 PM 10/14/2022 	 4.000229 	 297.647000 	 44.546000 	 -80.069801 	 4.025697 	 297.647000 	 44.546000 	 -80.069801 	 102.372132 	 109.115657
7:05:34.503 PM 10/14/2022 	 3.987325 	 297.647000 	 44.546000 	 -79.102913 	 4.010364 	 297.647000 	 44.546000 	 -79.102913 	 102.369392 	 109.116014
7:05:39.503 PM 10/14/2022 	 3.999985 	 297.647000 	 44.546000 	 -78.651530 	 4.011953 	 297.647000 	 44.546000 	 -78.651530 	 102.366295 	 109.115776
7:05:44.503 PM 10/14/2022 	 3.986409 	 297.647000 	 44.546000 	 -79.900242 	 4.014621 	 297.647000 	 44.546000 	 -79.900242 	 102.363496 	 109.116014
7:05:49.503 PM 10/14/2022 	 4.007743 	 297.647000 	 44.546000 	 -80.522305 	 4.018218 	 297.647000 	 44.546000 	 -80.522305 	 102.360220 	 109.116133
7:05:54.503 PM 10/14/2022 	 3.989867 	 297.647000 	 44.546000 	 -79.003518 	 4.017601 	 297.647000 	 44.546000 	 -79.003518 	 102.357540 	 109.115954
7:05:59.503 PM 10/14/2022 	 4.001186 	 297.647000 	 44.546000 	 -79.924173 	 4.015905 	 297.647000 	 44.546000 	 -79.924173 	 102.354621 	 109.116133
7:06:04.503 PM 10/14/2022 	 3.990859 	 297.647000 	 44.546000 	 -80.035038 	 4.019199 	 297.647000 	 44.546000 	 -80.035038 	 102.351226 	 109.115776
7:06:09.503 PM 10/14/2022 	 3.997056 	 297.647000 	 44.546000 	 -79.684792 	 4.010591 	 297.647000 	 44.546000 	 -79.684792 	 102.348070 	 109.115835
7:06:14.504 PM 10/14/2022 	 3.996328 	 297.647000 	 44.546000 	 -79.395002 	 4.023619 	 297.647000 	 44.546000 	 -79.395002 	 102.344973 	 109.116252
7:06:19.503 PM 10/14/2022 	 3.993972 	 297.647000 	 44.546000 	 -80.196316 	 4.014816 	 297.647000 	 44.546000 	 -80.196316 	 102.341816 	 109.116371
7:06:24.504 PM 10/14/2022 	 3.990182 	 297.647000 	 44.546000 	 -80.209661 	 4.000333 	 297.647000 	 44.546000 	 -80.209661 	 102.338838 	 109.116431
7:06:29.503 PM 10/14/2022 	 3.999688 	 297.647000 	 44.546000 	 -79.080283 	 4.019370 	 297.647000 	 44.546000 	 -79.080283 	 102.335920 	 109.116669
7:06:34.503 PM 10/14/2022 	 3.992459 	 297.647000 	 44.546000 	 -79.494275 	 4.017834 	 297.647000 	 44.546000 	 -79.494275 	 102.332465 	 109.116907
7:06:39.503 PM 10/14/2022 	 3.998743 	 297.647000 	 44.546000 	 -78.204885 	 4.015937 	 297.647000 	 44.546000 	 -78.204885 	 102.329547 	 109.116550
7:06:44.503 PM 10/14/2022 	 4.003464 	 297.647000 	 44.546000 	 -78.796232 	 4.016187 	 297.647000 	 44.546000 	 -78.796232 	 102.325973 	 109.116848
7:06:49.504 PM 10/14/2022 	 4.003307 	 297.647000 	 44.546000 	 -79.457545 	 4.022283 	 297.647000 	 44.546000 	 -79.457545 	 102.323174 	 109.116669
7:06:54.503 PM 10/14/2022 	 4.001239 	 297.647000 	 44.546000 	 -80.010647 	 4.014007 	 297.647000 	 44.546000 	 -80.010647 	 102.320196 	 109.116610
7:06:59.503 PM 10/14/2022 	 3.998903 	 297.647000 	 44.546000 	 -78.791380 	 4.025292 	 297.647000 	 44.546000 	 -78.791380 	 102.317456 	 109.116848
7:07:04.503 PM 10/14/2022 	 3.998193 	 297.647000 	 44.546000 	 -79.958687 	 4.030728 	 297.647000 	 44.546000 	 -79.958687 	 102.314001 	 109.116550
7:07:09.253 PM 10/14/2022 	 4.001003 	 297.647000 	 44.546000 	 -79.475407 	 4.021149 	 297.647000 	 44.546000 	 -79.475407 	 102.311083 	 109.116252
7:07:14.003 PM 10/14/2022 	 3.987994 	 297.647000 	 44.546000 	 -80.564099 	 4.013638 	 297.647000 	 44.546000 	 -80.564099 	 102.308284 	 109.117027
7:07:19.003 PM 10/14/2022 	 3.991569 	 297.647000 	 44.546000 	 -79.888529 	 4.018148 	 297.647000 	 44.546000 	 -79.888529 	 102.304948 	 109.116907
7:07:24.003 PM 10/14/2022 	 3.996704 	 297.647000 	 44.546000 	 -79.727797 	 4.016620 	 297.647000 	 44.546000 	 -79.727797 	 102.302149 	 109.116431
7:07:29.004 PM 10/14/2022 	 3.997015 	 297.647000 	 44.546000 	 -78.599657 	 4.010730 	 297.647000 	 44.546000 	 -78.599657 	 102.299052 	 109.116312
7:07:34.003 PM 10/14/2022 	 3.997838 	 297.647000 	 44.546000 	 -79.182858 	 4.019274 	 297.647000 	 44.546000 	 -79.182858 	 102.296014 	 109.116074
7:07:39.003 PM 10/14/2022 	 3.997954 	 297.647000 	 44.546000 	 -79.968057 	 4.016906 	 297.647000 	 44.546000 	 -79.968057 	 102.292977 	 109.116550
7:07:44.003 PM 10/14/2022 	 3.995258 	 297.647000 	 44.546000 	 -80.122054 	 4.011042 	 297.647000 	 44.546000 	 -80.122054 	 102.289641 	 109.116669
7:07:49.003 PM 10/14/2022 	 3.983948 	 297.647000 	 44.546000 	 -79.139392 	 4.008434 	 297.647000 	 44.546000 	 -79.139392 	 102.286783 	 109.117265
7:07:54.003 PM 10/14/2022 	 3.995738 	 297.647000 	 44.546000 	 -78.017349 	 4.013000 	 297.647000 	 44.546000 	 -78.017349 	 102.283268 	 109.116729
7:07:59.003 PM 10/14/2022 	 3.986679 	 297.647000 	 44.546000 	 -78.693195 	 4.016184 	 297.647000 	 44.546000 	 -78.693195 	 102.280469 	 109.117265
7:08:04.003 PM 10/14/2022 	 3.988433 	 297.647000 	 44.546000 	 -79.889948 	 4.025866 	 297.647000 	 44.546000 	 -79.889948 	 102.277074 	 109.116967
7:08:09.004 PM 10/14/2022 	 3.997268 	 297.647000 	 44.546000 	 -77.875498 	 4.004308 	 297.647000 	 44.546000 	 -77.875498 	 102.274156 	 109.117384
7:08:14.003 PM 10/14/2022 	 3.994915 	 297.647000 	 44.546000 	 -78.777570 	 4.029206 	 297.647000 	 44.546000 	 -78.777570 	 102.271059 	 109.117741
7:08:19.003 PM 10/14/2022 	 3.988509 	 297.647000 	 44.546000 	 -78.223829 	 4.016312 	 297.647000 	 44.546000 	 -78.223829 	 102.268676 	 109.117503
7:08:24.003 PM 10/14/2022 	 3.992349 	 297.647000 	 44.546000 	 -80.287512 	 4.020703 	 297.647000 	 44.546000 	 -80.287512 	 102.264984 	 109.117801
7:08:29.003 PM 10/14/2022 	 3.995857 	 297.647000 	 44.546000 	 -79.303292 	 4.015875 	 297.647000 	 44.546000 	 -79.303292 	 102.262542 	 109.118099
7:08:34.003 PM 10/14/2022 	 3.987494 	 297.647000 	 44.546000 	 -79.113112 	 4.019207 	 297.647000 	 44.546000 	 -79.113112 	 102.259325 	 109.118158
7:08:39.003 PM 10/14/2022 	 3.995578 	 297.647000 	 44.546000 	 -79.475480 	 4.023232 	 297.647000 	 44.546000 	 -79.475480 	 102.255514 	 109.118337
7:08:44.003 PM 10/14/2022 	 3.992931 	 297.647000 	 44.546000 	 -79.840281 	 4.014586 	 297.647000 	 44.546000 	 -79.840281 	 102.253012 	 109.117741
7:08:49.004 PM 10/14/2022 	 3.995872 	 297.647000 	 44.546000 	 -78.867336 	 4.008001 	 297.647000 	 44.546000 	 -78.867336 	 102.249796 	 109.118456
7:08:54.004 PM 10/14/2022 	 3.997335 	 297.647000 	 44.546000 	 -79.329305 	 4.009898 	 297.647000 	 44.546000 	 -79.329305 	 102.246282 	 109.117920
7:08:59.003 PM 10/14/2022 	 3.999313 	 297.647000 	 44.546000 	 -78.796845 	 4.017924 	 297.647000 	 44.546000 	 -78.796845 	 102.243959 	 109.118099
7:09:04.003 PM 10/14/2022 	 4.004296 	 297.647000 	 44.546000 	 -80.141533 	 4.013745 	 297.647000 	 44.546000 	 -80.141533 	 102.240981 	 109.118397
7:09:09.004 PM 10/14/2022 	 3.998685 	 297.647000 	 44.546000 	 -79.119040 	 4.009153 	 297.647000 	 44.546000 	 -79.119040 	 102.237646 	 109.118397
7:09:14.004 PM 10/14/2022 	 3.997623 	 297.647000 	 44.546000 	 -78.745085 	 4.018515 	 297.647000 	 44.546000 	 -78.745085 	 102.234787 	 109.118575
7:09:19.003 PM 10/14/2022 	 4.005634 	 297.647000 	 44.546000 	 -79.303355 	 4.017211 	 297.647000 	 44.546000 	 -79.303355 	 102.231690 	 109.118456
7:09:24.003 PM 10/14/2022 	 3.989009 	 297.647000 	 44.546000 	 -79.124428 	 4.024894 	 297.647000 	 44.546000 	 -79.124428 	 102.229128 	 109.118099
7:09:29.004 PM 10/14/2022 	 3.995909 	 297.647000 	 44.546000 	 -78.644807 	 4.022982 	 297.647000 	 44.546000 	 -78.644807 	 102.225019 	 109.117980
7:09:34.004 PM 10/14/2022 	 3.997306 	 297.647000 	 44.546000 	 -79.072129 	 4.021250 	 297.647000 	 44.546000 	 -79.072129 	 102.222458 	 109.117861
7:09:39.004 PM 10/14/2022 	 3.992203 	 297.647000 	 44.546000 	 -79.154413 	 4.026160 	 297.647000 	 44.546000 	 -79.154413 	 102.219718 	 109.117861
7:09:44.003 PM 10/14/2022 	 4.000753 	 297.647000 	 44.546000 	 -78.204008 	 4.020744 	 297.647000 	 44.546000 	 -78.204008 	 102.216442 	 109.117563
7:09:49.004 PM 10/14/2022 	 3.992221 	 297.647000 	 44.546000 	 -80.875196 	 4.007800 	 297.647000 	 44.546000 	 -80.875196 	 102.212928 	 109.117741
7:09:54.004 PM 10/14/2022 	 3.994103 	 297.647000 	 44.546000 	 -78.670473 	 4.015325 	 297.647000 	 44.546000 	 -78.670473 	 102.210546 	 109.117801
7:09:59.003 PM 10/14/2022 	 3.990248 	 297.647000 	 44.546000 	 -81.525857 	 4.014214 	 297.647000 	 44.546000 	 -81.525857 	 102.207449 	 109.117801
7:10:04.003 PM 10/14/2022 	 3.993303 	 297.647000 	 44.546000 	 -79.171927 	 4.031826 	 297.647000 	 44.546000 	 -79.171927 	 102.203815 	 109.117741
7:10:09.003 PM 10/14/2022 	 3.998711 	 297.647000 	 44.546000 	 -78.403740 	 4.026756 	 297.647000 	 44.546000 	 -78.403740 	 102.200957 	 109.117563
7:10:14.003 PM 10/14/2022 	 3.998330 	 297.647000 	 44.546000 	 -80.854429 	 4.018582 	 297.647000 	 44.546000 	 -80.854429 	 102.198336 	 109.117384
7:10:19.003 PM 10/14/2022 	 3.986854 	 297.647000 	 44.546000 	 -79.423968 	 4.016751 	 297.647000 	 44.546000 	 -79.423968 	 102.195179 	 109.117146
7:10:24.003 PM 10/14/2022 	 3.993978 	 297.647000 	 44.546000 	 -79.775424 	 4.021640 	 297.647000 	 44.546000 	 -79.775424 	 102.192023 	 109.117205
7:10:29.003 PM 10/14/2022 	 4.000084 	 297.647000 	 44.546000 	 -78.092669 	 4.008821 	 297.647000 	 44.546000 	 -78.092669 	 102.188806 	 109.117146
7:10:34.003 PM 10/14/2022 	 3.995874 	 297.647000 	 44.546000 	 -79.548170 	 4.022094 	 297.647000 	 44.546000 	 -79.548170 	 102.185888 	 109.116907
7:10:39.003 PM 10/14/2022 	 3.988262 	 297.647000 	 44.546000 	 -80.489803 	 4.031118 	 297.647000 	 44.546000 	 -80.489803 	 102.182731 	 109.117027
7:10:44.003 PM 10/14/2022 	 3.990984 	 297.647000 	 44.546000 	 -80.711535 	 4.015014 	 297.647000 	 44.546000 	 -80.711535 	 102.179872 	 109.116788
7:10:49.004 PM 10/14/2022 	 3.993594 	 297.647000 	 44.546000 	 -78.869867 	 4.014135 	 297.647000 	 44.546000 	 -78.869867 	 102.177133 	 109.116610
7:10:54.003 PM 10/14/2022 	 3.991345 	 297.647000 	 44.546000 	 -79.894095 	 4.022516 	 297.647000 	 44.546000 	 -79.894095 	 102.174035 	 109.116550
7:10:59.003 PM 10/14/2022 	 3.988541 	 297.647000 	 44.546000 	 -79.740973 	 4.017651 	 297.647000 	 44.546000 	 -79.740973 	 102.170462 	 109.116371
7:11:04.003 PM 10/14/2022 	 4.004174 	 297.647000 	 44.546000 	 -79.295637 	 4.025717 	 297.647000 	 44.546000 	 -79.295637 	 102.168079 	 109.116252
7:11:09.003 PM 10/14/2022 	 4.003022 	 297.647000 	 44.546000 	 -78.710006 	 4.002504 	 297.647000 	 44.546000 	 -78.710006 	 102.164506 	 109.116133
7:11:14.003 PM 10/14/2022 	 3.993576 	 297.647000 	 44.546000 	 -78.992170 	 4.022118 	 297.647000 	 44.546000 	 -78.992170 	 102.161826 	 109.116014
7:11:19.003 PM 10/14/2022 	 3.991875 	 297.647000 	 44.546000 	 -79.804723 	 4.007131 	 297.647000 	 44.546000 	 -79.804723 	 102.158788 	 109.116074
7:11:24.003 PM 10/14/2022 	 3.995578 	 297.647000 	 44.546000 	 -78.888589 	 4.012465 	 297.647000 	 44.546000 	 -78.888589 	 102.155929 	 109.115537
7:11:29.003 PM 10/14/2022 	 3.985661 	 297.647000 	 44.546000 	 -79.442009 	 4.009307 	 297.647000 	 44.546000 	 -79.442009 	 102.152356 	 109.115418
7:11:34.003 PM 10/14/2022 	 3.992276 	 297.647000 	 44.546000 	 -79.658879 	 4.019536 	 297.647000 	 44.546000 	 -79.658879 	 102.149497 	 109.115716
7:11:39.003 PM 10/14/2022 	 3.994304 	 297.647000 	 44.546000 	 -77.280903 	 4.015227 	 297.647000 	 44.546000 	 -77.280903 	 102.146757 	 109.115537
7:11:44.003 PM 10/14/2022 	 3.998071 	 297.647000 	 44.546000 	 -78.660130 	 4.027719 	 297.647000 	 44.546000 	 -78.660130 	 102.143898 	 109.115299
7:11:49.003 PM 10/14/2022 	 3.985865 	 297.647000 	 44.546000 	 -78.504933 	 4.019659 	 297.647000 	 44.546000 	 -78.504933 	 102.140563 	 109.115061
7:11:54.004 PM 10/14/2022 	 3.982033 	 297.647000 	 44.546000 	 -79.738736 	 4.013742 	 297.647000 	 44.546000 	 -79.738736 	 102.137227 	 109.115240
7:11:59.003 PM 10/14/2022 	 3.996002 	 297.647000 	 44.546000 	 -80.129692 	 4.033438 	 297.647000 	 44.546000 	 -80.129692 	 102.134488 	 109.115001
7:12:04.003 PM 10/14/2022 	 4.003339 	 297.647000 	 44.546000 	 -78.540444 	 4.017534 	 297.647000 	 44.546000 	 -78.540444 	 102.131629 	 109.114525
7:12:09.003 PM 10/14/2022 	 3.990618 	 297.647000 	 44.546000 	 -79.633939 	 4.008254 	 297.647000 	 44.546000 	 -79.633939 	 102.128532 	 109.114882
7:12:14.003 PM 10/14/2022 	 3.999054 	 297.647000 	 44.546000 	 -78.894311 	 4.020083 	 297.647000 	 44.546000 	 -78.894311 	 102.125971 	 109.114108
7:12:19.005 PM 10/14/2022 	 3.998266 	 297.647000 	 44.546000 	 -80.135756 	 4.015753 	 297.647000 	 44.546000 	 -80.135756 	 102.122635 	 109.114287
7:12:24.003 PM 10/14/2022 	 3.994405 	 297.647000 	 44.546000 	 -79.220820 	 4.019912 	 297.647000 	 44.546000 	 -79.220820 	 102.119478 	 109.114525
7:12:29.003 PM 10/14/2022 	 3.982103 	 297.647000 	 44.546000 	 -79.776145 	 4.023922 	 297.647000 	 44.546000 	 -79.776145 	 102.116500 	 109.114584
7:12:34.003 PM 10/14/2022 	 3.997277 	 297.647000 	 44.546000 	 -79.837469 	 4.026590 	 297.647000 	 44.546000 	 -79.837469 	 102.113642 	 109.114465
7:12:39.253 PM 10/14/2022 	 4.001192 	 297.647000 	 44.546000 	 -78.820521 	 4.007326 	 297.647000 	 44.546000 	 -78.820521 	 102.110604 	 109.114465
7:12:44.253 PM 10/14/2022 	 3.987849 	 297.647000 	 44.546000 	 -80.101455 	 4.017310 	 297.647000 	 44.546000 	 -80.101455 	 102.107328 	 109.113929
7:12:49.253 PM 10/14/2022 	 3.988739 	 297.647000 	 44.546000 	 -80.263070 	 4.020994 	 297.647000 	 44.546000 	 -80.263070 	 102.104469 	 109.114584
7:12:54.253 PM 10/14/2022 	 3.993166 	 297.647000 	 44.546000 	 -78.620980 	 4.010634 	 297.647000 	 44.546000 	 -78.620980 	 102.101670 	 109.114644
7:12:59.253 PM 10/14/2022 	 3.992704 	 297.647000 	 44.546000 	 -79.506100 	 4.022572 	 297.647000 	 44.546000 	 -79.506100 	 102.098513 	 109.114823
7:13:04.254 PM 10/14/2022 	 3.988422 	 297.647000 	 44.546000 	 -79.488437 	 4.014063 	 297.647000 	 44.546000 	 -79.488437 	 102.095178 	 109.115001
7:13:09.253 PM 10/14/2022 	 4.001303 	 297.647000 	 44.546000 	 -80.304990 	 4.024472 	 297.647000 	 44.546000 	 -80.304990 	 102.092617 	 109.114644
7:13:14.254 PM 10/14/2022 	 3.997806 	 297.647000 	 44.546000 	 -79.292870 	 4.025391 	 297.647000 	 44.546000 	 -79.292870 	 102.089639 	 109.114704
7:13:19.253 PM 10/14/2022 	 3.990344 	 297.647000 	 44.546000 	 -78.581147 	 4.013131 	 297.647000 	 44.546000 	 -78.581147 	 102.086661 	 109.114823
7:13:24.253 PM 10/14/2022 	 4.000837 	 297.647000 	 44.546000 	 -79.491204 	 4.006080 	 297.647000 	 44.546000 	 -79.491204 	 102.083623 	 109.114763
7:13:29.254 PM 10/14/2022 	 3.987627 	 297.647000 	 44.546000 	 -79.375493 	 4.005481 	 297.647000 	 44.546000 	 -79.375493 	 102.080705 	 109.114823
7:13:34.253 PM 10/14/2022 	 4.008130 	 297.647000 	 44.546000 	 -79.317467 	 4.012654 	 297.647000 	 44.546000 	 -79.317467 	 102.077548 	 109.114763
7:13:39.253 PM 10/14/2022 	 3.997323 	 297.647000 	 44.546000 	 -79.820490 	 4.020089 	 297.647000 	 44.546000 	 -79.820490 	 102.074332 	 109.114525
7:13:44.253 PM 10/14/2022 	 3.991400 	 297.647000 	 44.546000 	 -80.060065 	 4.011720 	 297.647000 	 44.546000 	 -80.060065 	 102.071414 	 109.114823
7:13:49.253 PM 10/14/2022 	 3.998504 	 297.647000 	 44.546000 	 -79.294612 	 4.014607 	 297.647000 	 44.546000 	 -79.294612 	 102.068257 	 109.114823
7:13:54.253 PM 10/14/2022 	 3.996634 	 297.647000 	 44.546000 	 -80.128137 	 4.009351 	 297.647000 	 44.546000 	 -80.128137 	 102.065934 	 109.114882
7:13:59.253 PM 10/14/2022 	 4.000305 	 297.647000 	 44.546000 	 -78.813089 	 4.020724 	 297.647000 	 44.546000 	 -78.813089 	 102.062599 	 109.114644
7:14:04.253 PM 10/14/2022 	 3.989530 	 297.647000 	 44.546000 	 -80.513223 	 4.021355 	 297.647000 	 44.546000 	 -80.513223 	 102.059621 	 109.115240
7:14:09.253 PM 10/14/2022 	 3.986889 	 297.647000 	 44.546000 	 -80.208524 	 4.011350 	 297.647000 	 44.546000 	 -80.208524 	 102.056702 	 109.114644
7:14:14.253 PM 10/14/2022 	 3.996578 	 297.647000 	 44.546000 	 -79.914745 	 4.027094 	 297.647000 	 44.546000 	 -79.914745 	 102.054022 	 109.114882
7:14:19.253 PM 10/14/2022 	 3.999496 	 297.647000 	 44.546000 	 -79.148955 	 4.020683 	 297.647000 	 44.546000 	 -79.148955 	 102.050806 	 109.114346
7:14:24.253 PM 10/14/2022 	 3.990775 	 297.647000 	 44.546000 	 -78.739483 	 4.016530 	 297.647000 	 44.546000 	 -78.739483 	 102.047590 	 109.114227
7:14:29.253 PM 10/14/2022 	 3.986775 	 297.647000 	 44.546000 	 -79.972086 	 4.005006 	 297.647000 	 44.546000 	 -79.972086 	 102.044671 	 109.114048
7:14:34.253 PM 10/14/2022 	 4.001815 	 297.647000 	 44.546000 	 -79.711739 	 4.013664 	 297.647000 	 44.546000 	 -79.711739 	 102.041872 	 109.114167
7:14:39.253 PM 10/14/2022 	 3.984230 	 297.647000 	 44.546000 	 -79.945589 	 4.015875 	 297.647000 	 44.546000 	 -79.945589 	 102.038596 	 109.114227
7:14:44.503 PM 10/14/2022 	 3.998114 	 297.647000 	 44.546000 	 -79.231416 	 4.017025 	 297.647000 	 44.546000 	 -79.231416 	 102.036035 	 109.113929
7:14:49.753 PM 10/14/2022 	 3.990382 	 297.647000 	 44.546000 	 -79.572825 	 4.009857 	 297.647000 	 44.546000 	 -79.572825 	 102.032938 	 109.114048
7:14:55.003 PM 10/14/2022 	 3.990952 	 297.647000 	 44.546000 	 -80.139257 	 4.026186 	 297.647000 	 44.546000 	 -80.139257 	 102.029722 	 109.113929
7:15:00.003 PM 10/14/2022 	 3.995866 	 297.647000 	 44.546000 	 -79.275071 	 4.014304 	 297.647000 	 44.546000 	 -79.275071 	 102.026744 	 109.113512
7:15:05.003 PM 10/14/2022 	 3.994132 	 297.647000 	 44.546000 	 -80.398053 	 4.018727 	 297.647000 	 44.546000 	 -80.398053 	 102.023646 	 109.113334
7:15:10.004 PM 10/14/2022 	 3.996855 	 297.647000 	 44.546000 	 -79.377096 	 4.005507 	 297.647000 	 44.546000 	 -79.377096 	 102.020728 	 109.112917
7:15:15.253 PM 10/14/2022 	 3.992968 	 297.647000 	 44.546000 	 -79.884626 	 4.012913 	 297.647000 	 44.546000 	 -79.884626 	 102.018286 	 109.112619
7:15:20.253 PM 10/14/2022 	 3.998789 	 297.647000 	 44.546000 	 -79.100302 	 4.022979 	 297.647000 	 44.546000 	 -79.100302 	 102.014593 	 109.112142
7:15:25.253 PM 10/14/2022 	 4.003269 	 297.647000 	 44.546000 	 -79.571102 	 4.015066 	 297.647000 	 44.546000 	 -79.571102 	 102.012092 	 109.112023
7:15:30.254 PM 10/14/2022 	 3.997181 	 297.647000 	 44.546000 	 -80.072572 	 4.014956 	 297.647000 	 44.546000 	 -80.072572 	 102.008816 	 109.111308
7:15:35.253 PM 10/14/2022 	 4.000721 	 297.647000 	 44.546000 	 -79.102037 	 4.025415 	 297.647000 	 44.546000 	 -79.102037 	 102.006136 	 109.110951
7:15:40.253 PM 10/14/2022 	 3.990138 	 297.647000 	 44.546000 	 -79.771171 	 4.021920 	 297.647000 	 44.546000 	 -79.771171 	 102.003217 	 109.110653
7:15:45.503 PM 10/14/2022 	 3.995950 	 297.647000 	 44.546000 	 -79.358048 	 4.019187 	 297.647000 	 44.546000 	 -79.358048 	 101.999882 	 109.110534
