IMPEDANCE MEASUREMENT 
2:21:48.978 PM 2026-02-17
Chamber temperature (K): 293.5
Chamber pressure (MPa): 0.58
Description: 	80mSTest3
Driving voltage (V): 0.01
Start freq (Hz): 1E+6
Stop freq (Hz): 1E+2
# freq steps: 60
Index #	Frequency (Hz)	Impedance (ohms)	Phase (degrees)
0 	 1000078.125000 	 75265.742187 	 -94.130409 	
1 	 857765.625000 	 92596.398437 	 -93.866074 	
2 	 735703.125000 	 104964.531250 	 -92.254486 	
3 	 630984.375000 	 121587.546875 	 -93.794060 	
4 	 541171.875000 	 143052.125000 	 -92.093987 	
5 	 464203.125000 	 167016.765625 	 -91.527527 	
6 	 398109.375000 	 193188.234375 	 -90.188469 	
7 	 341484.375000 	 225203.703125 	 -89.330650 	
8 	 292921.875000 	 262631.406250 	 -89.823486 	
9 	 251203.140625 	 295069.625000 	 -90.197845 	
10 	 215484.375000 	 344082.062500 	 -91.135612 	
11 	 184828.125000 	 428752.281250 	 -86.396553 	
12 	 158578.125000 	 432271.750000 	 -86.297844 	
13 	 135984.375000 	 597944.375000 	 -84.922974 	
14 	 116671.867187 	 684559.750000 	 -91.046173 	
15 	 100078.125000 	 812696.000000 	 -91.351639 	
16 	 85828.125000 	 882669.625000 	 -91.150246 	
17 	 73640.625000 	 1079745.500000 	 -87.590935 	
18 	 63140.625000 	 1273129.625000 	 -92.391212 	
19 	 54140.625000 	 1403515.375000 	 -88.940979 	
20 	 46453.125000 	 1628558.625000 	 -91.095528 	
21 	 39890.625000 	 1953725.625000 	 -89.935516 	
22 	 34171.875000 	 2255071.750000 	 -89.438995 	
23 	 29296.875000 	 2593438.500000 	 -89.561783 	
24 	 25171.875000 	 2971750.000000 	 -90.521584 	
25 	 21609.375000 	 3819540.250000 	 -90.956841 	
26 	 18515.625000 	 4187318.000000 	 -92.141296 	
27 	 15890.625000 	 4833758.000000 	 -95.709419 	
28 	 13640.625000 	 5635397.000000 	 -81.548981 	
29 	 11671.875000 	 6979316.500000 	 -86.955521 	
30 	 10078.125000 	 7509952.500000 	 -90.125389 	
31 	 8578.125000 	 8979911.000000 	 -90.119308 	
32 	 7359.375488 	 11589258.000000 	 -90.525513 	
33 	 6328.125000 	 10703780.000000 	 -85.586288 	
34 	 5376.838379 	 13572866.000000 	 -108.820457 	
35 	 4641.543945 	 15792148.000000 	 -92.207802 	
36 	 3984.374756 	 23926914.000000 	 -82.086517 	
37 	 3421.875000 	 28975052.000000 	 -103.543633 	
38 	 2953.125000 	 26762238.000000 	 -72.447311 	
39 	 2527.573486 	 44985612.000000 	 -5.625675 	
40 	 2159.926514 	 36972436.000000 	 -130.622589 	
41 	 1847.956665 	 49543836.000000 	 -77.367599 	
42 	 1577.524048 	 55923372.000000 	 -86.220024 	
43 	 1359.375000 	 56965536.000000 	 -90.469421 	
44 	 1171.875000 	 67725120.000000 	 -84.475998 	
45 	 998.263855 	 79870608.000000 	 -87.231995 	
46 	 856.370239 	 97486144.000000 	 -79.408676 	
47 	 737.847229 	 73551072.000000 	 -104.734688 	
48 	 627.790161 	 143542320.000000 	 -101.394966 	
49 	 544.084778 	 108646600.000000 	 -52.066910 	
50 	 460.379456 	 186804240.000000 	 -92.284500 	
51 	 397.995270 	 176021760.000000 	 -92.587387 	
52 	 340.221771 	 226143296.000000 	 -94.053749 	
53 	 292.968750 	 178566544.000000 	 -83.771561 	
54 	 252.403839 	 307555232.000000 	 -84.434204 	
55 	 217.013885 	 357482272.000000 	 -89.373398 	
56 	 186.011902 	 471188384.000000 	 -81.766716 	
57 	 158.361496 	 401470208.000000 	 -86.539566 	
58 	 135.216339 	 460889440.000000 	 -89.306122 	
59 	 117.187500 	 644968768.000000 	 -155.468796 	
