10:01:38.571 AM 6/24/2022 	 109.847509 	 298.333137 	 109.563350 	 297.623239 	 295.430575 	 295.439052 	 295.427749 	 295.482846 
10:01:45.706 AM 6/24/2022 	 109.850308 	 298.340345 	 109.565316 	 297.628301 	 295.407572 	 295.370365 	 295.408514 	 295.426410 
10:01:52.907 AM 6/24/2022 	 109.853584 	 298.348780 	 109.567163 	 297.633055 	 295.457716 	 295.460071 	 295.435112 	 295.494446 
10:02:00.112 AM 6/24/2022 	 109.856204 	 298.355528 	 109.568711 	 297.637043 	 295.439277 	 295.410549 	 295.412904 	 295.464235 
10:02:07.330 AM 6/24/2022 	 109.860076 	 298.365497 	 109.570022 	 297.640418 	 295.388940 	 295.360209 	 295.398360 	 295.428030 
10:02:14.503 AM 6/24/2022 	 109.862160 	 298.370864 	 109.571511 	 297.644252 	 295.438865 	 295.415318 	 295.440748 	 295.464294 
10:02:21.718 AM 6/24/2022 	 109.864007 	 298.375619 	 109.573238 	 297.648700 	 295.500654 	 295.470518 	 295.444617 	 295.515722 
10:02:28.911 AM 6/24/2022 	 109.865853 	 298.380373 	 109.574251 	 297.651308 	 295.450697 	 295.421499 	 295.419144 	 295.449755 
10:02:36.093 AM 6/24/2022 	 109.867699 	 298.385128 	 109.575323 	 297.654068 	 295.393789 	 295.355639 	 295.361762 	 295.403209 
10:02:43.314 AM 6/24/2022 	 109.869307 	 298.389268 	 109.576634 	 297.657443 	 295.431251 	 295.415710 	 295.444908 	 295.467512 
10:02:50.516 AM 6/24/2022 	 109.871333 	 298.394483 	 109.578301 	 297.661737 	 295.488951 	 295.464936 	 295.478121 	 295.510140 
10:02:57.700 AM 6/24/2022 	 109.873060 	 298.398931 	 109.579493 	 297.664805 	 295.409394 	 295.395736 	 295.401387 	 295.426348 
10:03:04.924 AM 6/24/2022 	 109.874370 	 298.402305 	 109.581220 	 297.669253 	 295.465269 	 295.435601 	 295.445019 	 295.490226 
10:03:12.127 AM 6/24/2022 	 109.876633 	 298.408133 	 109.581994 	 297.671247 	 295.429054 	 295.396558 	 295.416809 	 295.461547 
10:03:19.299 AM 6/24/2022 	 109.877944 	 298.411507 	 109.583960 	 297.676309 	 295.373581 	 295.343437 	 295.376407 	 295.381588 
10:03:26.517 AM 6/24/2022 	 109.879611 	 298.415801 	 109.584913 	 297.678763 	 295.440563 	 295.423609 	 295.386874 	 295.476823 
10:03:33.736 AM 6/24/2022 	 109.881279 	 298.420095 	 109.586521 	 297.682904 	 295.408785 	 295.370636 	 295.387591 	 295.442222 
10:03:40.922 AM 6/24/2022 	 109.881636 	 298.421016 	 109.587355 	 297.685051 	 295.369918 	 295.336947 	 295.347310 	 295.395352 
10:06:14.359 AM 6/24/2022 	 109.890332 	 298.443407 	 109.604629 	 297.729532 	 295.353674 	 295.341898 	 295.323057 	 295.336717 
10:06:21.546 AM 6/24/2022 	 109.888843 	 298.439573 	 109.604629 	 297.729532 	 295.441487 	 295.431126 	 295.419353 	 295.446667 
10:06:28.752 AM 6/24/2022 	 109.887712 	 298.436659 	 109.604808 	 297.729993 	 295.426081 	 295.422785 	 295.401121 	 295.410540 
10:06:35.960 AM 6/24/2022 	 109.887056 	 298.434972 	 109.604808 	 297.729993 	 295.412390 	 295.381306 	 295.401087 	 295.414274 
10:06:43.173 AM 6/24/2022 	 109.886103 	 298.432518 	 109.605106 	 297.730759 	 295.424078 	 295.394407 	 295.404769 	 295.423607 
10:06:50.366 AM 6/24/2022 	 109.885389 	 298.430678 	 109.606416 	 297.734134 	 295.449425 	 295.401860 	 295.412692 	 295.424937 
10:06:57.580 AM 6/24/2022 	 109.885806 	 298.431751 	 109.606118 	 297.733367 	 295.469216 	 295.424007 	 295.406111 	 295.452263 
10:07:04.751 AM 6/24/2022 	 109.886818 	 298.434359 	 109.606893 	 297.735361 	 295.425685 	 295.389892 	 295.361632 	 295.378117 
10:07:11.971 AM 6/24/2022 	 109.888009 	 298.437426 	 109.607548 	 297.737048 	 295.429638 	 295.417393 	 295.406090 	 295.448946 
10:07:19.163 AM 6/24/2022 	 109.888724 	 298.439267 	 109.607846 	 297.737815 	 295.385479 	 295.348270 	 295.371349 	 295.396311 
10:07:26.361 AM 6/24/2022 	 109.889081 	 298.440187 	 109.608501 	 297.739502 	 295.364992 	 295.361695 	 295.354630 	 295.383832 
10:07:33.570 AM 6/24/2022 	 109.888426 	 298.438500 	 109.608680 	 297.739963 	 295.382706 	 295.372344 	 295.349265 	 295.373286 
10:07:40.749 AM 6/24/2022 	 109.888664 	 298.439113 	 109.608501 	 297.739502 	 295.358753 	 295.334731 	 295.343681 	 295.341797 
10:07:47.952 AM 6/24/2022 	 109.886759 	 298.434205 	 109.608978 	 297.740729 	 295.279460 	 295.267212 	 295.276634 	 295.279932 
10:07:55.174 AM 6/24/2022 	 109.885806 	 298.431751 	 109.608799 	 297.740269 	 295.408387 	 295.396612 	 295.385780 	 295.384838 
10:08:02.348 AM 6/24/2022 	 109.884853 	 298.429298 	 109.608203 	 297.738735 	 295.390235 	 295.381757 	 295.374221 	 295.387409 
10:08:09.561 AM 6/24/2022 	 109.883781 	 298.426537 	 109.608203 	 297.738735 	 295.370319 	 295.349123 	 295.344413 	 295.363254 
