1:19:28.100 PM 9/22/2022 	 108.837490 	 295.733422 	 108.681722 	 295.353877 	 294.988514 	 294.307346 	 294.659846 	 294.317259 
1:25:39.177 PM 9/22/2022 	 108.754821 	 295.520729 	 108.711326 	 295.430054 	 295.011183 	 294.278121 	 294.675456 	 294.290395 
1:25:46.351 PM 9/22/2022 	 108.754404 	 295.519656 	 108.711743 	 295.431127 	 295.043887 	 294.316540 	 294.687429 	 294.331174 
1:25:53.572 PM 9/22/2022 	 108.753808 	 295.518124 	 108.712935 	 295.434192 	 295.032092 	 294.307560 	 294.677041 	 294.342964 
1:26:00.743 PM 9/22/2022 	 108.753391 	 295.517051 	 108.712994 	 295.434345 	 294.981598 	 294.257932 	 294.668021 	 294.276344 
1:26:07.974 PM 9/22/2022 	 108.753570 	 295.517511 	 108.713530 	 295.435725 	 295.022501 	 294.306451 	 294.651876 	 294.288040 
1:26:15.175 PM 9/22/2022 	 108.753808 	 295.518124 	 108.714603 	 295.438484 	 295.028139 	 294.300768 	 294.713649 	 294.338060 
1:26:22.361 PM 9/22/2022 	 108.753213 	 295.516592 	 108.715198 	 295.440017 	 295.025764 	 294.336154 	 294.703255 	 294.332850 
1:26:29.583 PM 9/22/2022 	 108.753510 	 295.517358 	 108.715794 	 295.441549 	 295.033951 	 294.318391 	 294.692108 	 294.312254 
1:26:36.782 PM 9/22/2022 	 108.753153 	 295.516438 	 108.716151 	 295.442469 	 295.010622 	 294.313436 	 294.674423 	 294.302107 
1:26:43.972 PM 9/22/2022 	 108.753153 	 295.516438 	 108.717402 	 295.445688 	 295.007608 	 294.300977 	 294.686501 	 294.291064 
1:26:51.175 PM 9/22/2022 	 108.752855 	 295.515672 	 108.717164 	 295.445075 	 295.006049 	 294.282893 	 294.668432 	 294.281005 
1:26:58.337 PM 9/22/2022 	 108.752438 	 295.514600 	 108.717521 	 295.445994 	 295.067888 	 294.318865 	 294.693526 	 294.324530 
1:27:05.566 PM 9/22/2022 	 108.753034 	 295.516132 	 108.718415 	 295.448294 	 295.039537 	 294.309351 	 294.689680 	 294.300382 
1:27:12.783 PM 9/22/2022 	 108.752319 	 295.514293 	 108.719010 	 295.449826 	 295.025635 	 294.292123 	 294.671522 	 294.292123 
1:27:19.971 PM 9/22/2022 	 108.752498 	 295.514753 	 108.719189 	 295.450286 	 295.032192 	 294.301523 	 294.692235 	 294.280280 
