Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
2:43:28.128 PM 2024-08-08 	 2.242621 	 1.457445 	 272.532003 	 296.121135 	 -66688.894638 	 -66688.894638 	 -66688.894638 	 -66688.894638
2:43:33.265 PM 2024-08-08 	 1.916291 	 0.431759 	 272.532004 	 296.121749 	 -66689.279449 	 -66689.279449 	 -66689.279449 	 -66689.279449
2:43:38.437 PM 2024-08-08 	 2.347288 	 0.476595 	 272.531996 	 296.121442 	 -66689.550720 	 -66689.550720 	 -66689.550720 	 -66689.550720
2:43:43.622 PM 2024-08-08 	 2.396351 	 0.985407 	 272.531991 	 296.121595 	 -66689.645351 	 -66689.645351 	 -66689.645351 	 -66689.645351
2:43:48.781 PM 2024-08-08 	 1.873015 	 1.196741 	 272.531976 	 296.122822 	 -66689.569646 	 -66689.569646 	 -66689.569646 	 -66689.569646
2:43:53.924 PM 2024-08-08 	 2.053163 	 1.547872 	 272.531961 	 296.121135 	 -66689.134355 	 -66689.134355 	 -66689.134355 	 -66689.134355
2:43:59.048 PM 2024-08-08 	 2.437362 	 0.104809 	 272.531952 	 296.122515 	 -66688.818939 	 -66688.818939 	 -66688.818939 	 -66688.818939
2:44:04.190 PM 2024-08-08 	 1.856913 	 1.016893 	 272.531944 	 296.122362 	 -66688.850480 	 -66688.850480 	 -66688.850480 	 -66688.850480
2:44:09.352 PM 2024-08-08 	 2.682424 	 0.844098 	 272.531935 	 296.121749 	 -66688.774782 	 -66688.774782 	 -66688.774782 	 -66688.774782
2:44:14.479 PM 2024-08-08 	 1.874525 	 0.911100 	 272.531944 	 296.122362 	 -66688.446763 	 -66688.446763 	 -66688.446763 	 -66688.446763
2:44:19.628 PM 2024-08-08 	 2.841186 	 1.198504 	 272.531937 	 296.123435 	 -66688.011525 	 -66688.011525 	 -66688.011525 	 -66688.011525
2:44:24.765 PM 2024-08-08 	 2.311812 	 0.524705 	 272.531941 	 296.123435 	 -66687.626767 	 -66687.626767 	 -66687.626767 	 -66687.626767
2:44:29.892 PM 2024-08-08 	 2.002339 	 1.459963 	 272.531931 	 296.124048 	 -66687.317710 	 -66687.317710 	 -66687.317710 	 -66687.317710
2:44:35.047 PM 2024-08-08 	 2.107007 	 1.269033 	 272.531932 	 296.125121 	 -66687.235718 	 -66687.235718 	 -66687.235718 	 -66687.235718
2:44:40.184 PM 2024-08-08 	 3.122227 	 0.418912 	 272.531927 	 296.125275 	 -66686.579802 	 -66686.579802 	 -66686.579802 	 -66686.579802
2:44:45.328 PM 2024-08-08 	 2.214441 	 -0.017357 	 272.531913 	 296.126961 	 -66685.860871 	 -66685.860871 	 -66685.860871 	 -66685.860871
2:44:50.433 PM 2024-08-08 	 1.350686 	 0.340072 	 272.531920 	 296.126808 	 -66685.205054 	 -66685.205054 	 -66685.205054 	 -66685.205054
2:44:55.570 PM 2024-08-08 	 1.863706 	 1.003039 	 272.531916 	 296.126808 	 -66684.763665 	 -66684.763665 	 -66684.763665 	 -66684.763665
2:45:00.703 PM 2024-08-08 	 1.846094 	 0.797499 	 272.531906 	 296.126501 	 -66684.044877 	 -66684.044877 	 -66684.044877 	 -66684.044877
2:45:05.832 PM 2024-08-08 	 1.563291 	 0.748129 	 272.531886 	 296.125275 	 -66683.742246 	 -66683.742246 	 -66683.742246 	 -66683.742246
2:45:10.985 PM 2024-08-08 	 2.480135 	 1.680617 	 272.531883 	 296.126654 	 -66683.420712 	 -66683.420712 	 -66683.420712 	 -66683.420712
2:45:16.080 PM 2024-08-08 	 2.257969 	 1.262484 	 272.531883 	 296.127268 	 -66683.162232 	 -66683.162232 	 -66683.162232 	 -66683.162232
2:45:21.231 PM 2024-08-08 	 2.355088 	 0.647878 	 272.531878 	 296.127881 	 -66682.456177 	 -66682.456177 	 -66682.456177 	 -66682.456177
2:45:26.354 PM 2024-08-08 	 2.214441 	 0.397754 	 272.531888 	 296.129720 	 -66681.712357 	 -66681.712357 	 -66681.712357 	 -66681.712357
2:45:31.443 PM 2024-08-08 	 1.518254 	 0.724956 	 272.531896 	 296.131253 	 -66681.163986 	 -66681.163986 	 -66681.163986 	 -66681.163986
2:45:36.580 PM 2024-08-08 	 2.073795 	 0.380877 	 272.531894 	 296.132173 	 -66680.603042 	 -66680.603042 	 -66680.603042 	 -66680.603042
2:45:41.679 PM 2024-08-08 	 1.703938 	 0.234783 	 272.531896 	 296.132940 	 -66679.733333 	 -66679.733333 	 -66679.733333 	 -66679.733333
2:45:46.847 PM 2024-08-08 	 2.638896 	 1.460467 	 272.531895 	 296.132940 	 -66678.926720 	 -66678.926720 	 -66678.926720 	 -66678.926720
2:45:51.992 PM 2024-08-08 	 2.278097 	 0.791454 	 272.531906 	 296.134013 	 -66678.252496 	 -66678.252496 	 -66678.252496 	 -66678.252496
2:45:57.181 PM 2024-08-08 	 2.426291 	 0.642588 	 272.531917 	 296.135853 	 -66677.704332 	 -66677.704332 	 -66677.704332 	 -66677.704332
2:46:02.299 PM 2024-08-08 	 2.997180 	 0.375840 	 272.531925 	 296.139072 	 -66677.464914 	 -66677.464914 	 -66677.464914 	 -66677.464914
2:46:07.418 PM 2024-08-08 	 2.956923 	 -0.059926 	 272.531929 	 296.141371 	 -66676.891598 	 -66676.891598 	 -66676.891598 	 -66676.891598
2:46:12.554 PM 2024-08-08 	 1.450070 	 0.372061 	 272.531916 	 296.142445 	 -66676.085235 	 -66676.085235 	 -66676.085235 	 -66676.085235
2:46:17.654 PM 2024-08-08 	 1.749981 	 1.560970 	 272.531924 	 296.141985 	 -66675.417519 	 -66675.417519 	 -66675.417519 	 -66675.417519
2:46:22.735 PM 2024-08-08 	 2.298477 	 0.410600 	 272.531920 	 296.141065 	 -66674.825435 	 -66674.825435 	 -66674.825435 	 -66674.825435
2:46:27.830 PM 2024-08-08 	 1.870248 	 0.292213 	 272.531912 	 296.142291 	 -66674.063340 	 -66674.063340 	 -66674.063340 	 -66674.063340
2:46:32.930 PM 2024-08-08 	 2.064234 	 0.384404 	 272.531912 	 296.142751 	 -66673.477641 	 -66673.477641 	 -66673.477641 	 -66673.477641
2:46:38.081 PM 2024-08-08 	 2.147263 	 1.828223 	 272.531906 	 296.143211 	 -66673.244631 	 -66673.244631 	 -66673.244631 	 -66673.244631
2:46:43.199 PM 2024-08-08 	 1.462902 	 0.527224 	 272.531906 	 296.141371 	 -66672.904573 	 -66672.904573 	 -66672.904573 	 -66672.904573
2:46:48.298 PM 2024-08-08 	 1.819424 	 0.853922 	 272.531899 	 296.141831 	 -66671.519284 	 -66671.519284 	 -66671.519284 	 -66671.519284
2:46:53.365 PM 2024-08-08 	 3.158458 	 1.349385 	 272.531883 	 296.142291 	 -66670.178272 	 -66670.178272 	 -66670.178272 	 -66670.178272
2:46:58.539 PM 2024-08-08 	 1.537125 	 0.624704 	 272.531878 	 296.141371 	 -66669.001112 	 -66669.001112 	 -66669.001112 	 -66669.001112
2:47:03.660 PM 2024-08-08 	 2.929247 	 0.613369 	 272.531882 	 296.141218 	 -66668.453502 	 -66668.453502 	 -66668.453502 	 -66668.453502
2:47:08.745 PM 2024-08-08 	 2.134180 	 0.238561 	 272.531874 	 296.139532 	 -66667.729699 	 -66667.729699 	 -66667.729699 	 -66667.729699
2:47:13.880 PM 2024-08-08 	 2.876410 	 0.179871 	 272.531874 	 296.136619 	 -66667.106644 	 -66667.106644 	 -66667.106644 	 -66667.106644
2:47:18.965 PM 2024-08-08 	 1.444031 	 1.242081 	 272.531855 	 296.134166 	 -66666.269679 	 -66666.269679 	 -66666.269679 	 -66666.269679
2:47:24.059 PM 2024-08-08 	 2.001333 	 1.450392 	 272.531850 	 296.131713 	 -66665.489418 	 -66665.489418 	 -66665.489418 	 -66665.489418
2:47:29.125 PM 2024-08-08 	 1.472714 	 0.164002 	 272.531854 	 296.129261 	 -66665.004935 	 -66665.004935 	 -66665.004935 	 -66665.004935
2:47:34.212 PM 2024-08-08 	 1.638772 	 1.167522 	 272.531863 	 296.127421 	 -66664.671475 	 -66664.671475 	 -66664.671475 	 -66664.671475
2:47:39.287 PM 2024-08-08 	 2.921447 	 0.648634 	 272.531862 	 296.124048 	 -66664.501603 	 -66664.501603 	 -66664.501603 	 -66664.501603
2:47:44.427 PM 2024-08-08 	 2.119838 	 -0.054384 	 272.531859 	 296.121289 	 -66664.394649 	 -66664.394649 	 -66664.394649 	 -66664.394649
