Timestamp                   	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
3:38:13.038 PM 12/14/2023 	 20233.461972 	 20235.100269 	 293.769607 	 294.319309 	 293.406122 	 294.757350 	 -65576.093345 	 294.963871
3:38:23.039 PM 12/14/2023 	 20233.887589 	 20233.511029 	 293.771138 	 294.323905 	 293.423628 	 294.772448 	 -65576.778701 	 294.953507
3:38:33.538 PM 12/14/2023 	 20233.072074 	 20235.050921 	 293.771138 	 294.324671 	 293.394507 	 294.700490 	 -65577.739401 	 294.857530
3:38:44.039 PM 12/14/2023 	 20233.559881 	 20234.928424 	 293.771904 	 294.325131 	 293.406828 	 294.815587 	 -65578.542862 	 294.774088
3:38:54.539 PM 12/14/2023 	 20232.983517 	 20234.810621 	 293.772670 	 294.326204 	 293.396832 	 294.814109 	 -65579.211524 	 294.892381
3:39:05.039 PM 12/14/2023 	 20234.077874 	 20234.597611 	 293.773589 	 294.328042 	 293.398035 	 294.988809 	 -65580.071297 	 294.938840
3:39:15.538 PM 12/14/2023 	 20233.837561 	 20235.748761 	 293.773282 	 294.330341 	 293.421201 	 294.796908 	 -65580.638899 	 294.866224
3:39:25.538 PM 12/14/2023 	 20234.417043 	 20235.830162 	 293.775273 	 294.333252 	 293.412835 	 294.739048 	 -65581.358281 	 294.960662
3:39:35.538 PM 12/14/2023 	 20234.499755 	 20235.688811 	 293.777417 	 294.337389 	 293.427860 	 294.749786 	 -65582.015885 	 294.897852
3:39:46.038 PM 12/14/2023 	 20234.921243 	 20235.474537 	 293.778336 	 294.339994 	 293.424844 	 294.754324 	 -65582.656668 	 294.938218
3:39:56.038 PM 12/14/2023 	 20235.347758 	 20235.357513 	 293.779868 	 294.343977 	 293.404001 	 294.698638 	 -65583.218791 	 294.891512
3:40:06.538 PM 12/14/2023 	 20235.728425 	 20236.579407 	 293.779102 	 294.349647 	 293.418408 	 295.084524 	 -65583.955219 	 295.044463
3:40:17.038 PM 12/14/2023 	 20235.370893 	 20237.311398 	 293.780633 	 294.351485 	 293.420827 	 295.406827 	 -65584.652344 	 295.049702
3:40:27.538 PM 12/14/2023 	 20234.987253 	 20236.564355 	 293.781552 	 294.358534 	 293.403050 	 294.880191 	 -65585.383252 	 294.990035
3:40:37.539 PM 12/14/2023 	 20235.825508 	 20237.102316 	 293.782012 	 294.364509 	 293.439429 	 294.990469 	 -65586.057982 	 294.929657
3:40:48.038 PM 12/14/2023 	 20236.004472 	 20237.179983 	 293.781859 	 294.366655 	 293.422908 	 294.731171 	 -65586.749627 	 294.850480
3:40:58.039 PM 12/14/2023 	 20236.807237 	 20237.361731 	 293.785534 	 294.366501 	 293.404325 	 294.645187 	 -65587.514427 	 294.809791
3:41:08.538 PM 12/14/2023 	 20236.667353 	 20238.137335 	 293.787678 	 294.369106 	 293.409280 	 294.735975 	 -65588.138681 	 294.913276
3:41:18.539 PM 12/14/2023 	 20236.293940 	 20237.867801 	 293.788750 	 294.373090 	 293.409242 	 294.690658 	 -65588.813592 	 294.875520
3:41:29.039 PM 12/14/2023 	 20235.688380 	 20238.137673 	 293.788597 	 294.374009 	 293.420632 	 294.654848 	 -65589.392927 	 294.800585
3:41:39.039 PM 12/14/2023 	 20236.607061 	 20237.910614 	 293.790894 	 294.376461 	 293.420957 	 294.789592 	 -65589.927293 	 294.942359
3:41:49.539 PM 12/14/2023 	 20237.715679 	 20237.510452 	 293.790588 	 294.380598 	 293.432061 	 294.786044 	 -65590.551694 	 294.961912
3:41:59.539 PM 12/14/2023 	 20237.952766 	 20239.068786 	 293.791201 	 294.386114 	 293.407629 	 294.957831 	 -65591.046741 	 294.987529
3:42:10.038 PM 12/14/2023 	 20237.793205 	 20239.212612 	 293.793345 	 294.389945 	 293.425735 	 294.799542 	 -65591.648705 	 294.922135
3:42:20.039 PM 12/14/2023 	 20237.267828 	 20239.197232 	 293.793651 	 294.390711 	 293.424326 	 294.817943 	 -65592.335100 	 294.837276
3:42:30.539 PM 12/14/2023 	 20238.434154 	 20239.526646 	 293.793957 	 294.390711 	 293.419612 	 294.798625 	 -65592.909007 	 294.866527
3:42:41.040 PM 12/14/2023 	 20238.145310 	 20239.681316 	 293.793651 	 294.392703 	 293.398812 	 294.784960 	 -65593.595486 	 294.929243
3:42:51.539 PM 12/14/2023 	 20238.629178 	 20239.731773 	 293.794723 	 294.391937 	 293.425408 	 294.725646 	 -65594.191973 	 294.910023
3:43:01.539 PM 12/14/2023 	 20238.047208 	 20239.608898 	 293.793804 	 294.392856 	 293.420648 	 294.873218 	 -65594.754728 	 294.963736
3:43:11.539 PM 12/14/2023 	 20238.902003 	 20240.107291 	 293.794417 	 294.395308 	 293.417238 	 294.918851 	 -65595.300629 	 294.958451
3:43:21.539 PM 12/14/2023 	 20238.546919 	 20239.538288 	 293.795183 	 294.395461 	 293.443862 	 294.792624 	 -65595.790277 	 294.909561
3:43:32.039 PM 12/14/2023 	 20239.377097 	 20240.426378 	 293.796255 	 294.398525 	 293.419333 	 294.814851 	 -65596.375634 	 294.927539
3:43:42.040 PM 12/14/2023 	 20238.339371 	 20240.519809 	 293.795183 	 294.400671 	 293.426900 	 294.807306 	 -65596.831560 	 294.912453
3:43:52.540 PM 12/14/2023 	 20239.900482 	 20239.935155 	 293.797633 	 294.405574 	 293.430560 	 294.929774 	 -65597.371944 	 294.989643
3:44:03.040 PM 12/14/2023 	 20240.272673 	 20240.601761 	 293.800237 	 294.410477 	 293.435897 	 294.898791 	 -65597.974279 	 294.977049
3:44:13.540 PM 12/14/2023 	 20239.599034 	 20241.417606 	 293.798705 	 294.414767 	 293.429935 	 294.764117 	 -65598.475314 	 294.929150
