Timestamp                   	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
3:48:30.626 PM 4/17/2023 	 -0.332549 	 -0.773801 	 296.587398 	 298.657637 	 273.127213 	 296.278968 	 296.637512 	 296.359817
3:48:40.626 PM 4/17/2023 	 -0.883530 	 -0.812509 	 296.590003 	 298.666843 	 273.129629 	 296.272801 	 296.632759 	 296.336260
3:48:50.626 PM 4/17/2023 	 0.096038 	 -0.315618 	 296.590310 	 298.676815 	 273.133642 	 296.258749 	 296.608853 	 296.337252
3:49:01.127 PM 4/17/2023 	 -1.296761 	 -0.361587 	 296.592456 	 298.685561 	 273.137278 	 296.253741 	 296.636731 	 296.346815
3:49:11.626 PM 4/17/2023 	 -0.404872 	 -0.978015 	 296.591689 	 298.694920 	 273.125017 	 296.263250 	 296.613350 	 296.348332
3:49:22.126 PM 4/17/2023 	 -0.407127 	 -0.994827 	 296.593529 	 298.703819 	 273.100358 	 296.258163 	 296.634573 	 296.358756
3:49:32.627 PM 4/17/2023 	 -0.562942 	 -1.863053 	 296.594295 	 298.713485 	 273.121435 	 296.257027 	 296.619346 	 296.365611
3:49:43.126 PM 4/17/2023 	 -0.634754 	 -0.771574 	 296.595368 	 298.723765 	 273.122802 	 296.279950 	 296.628629 	 296.359389
3:49:53.126 PM 4/17/2023 	 -0.593637 	 -0.998031 	 296.595981 	 298.735426 	 273.108243 	 296.259070 	 296.627024 	 296.342743
3:50:03.626 PM 4/17/2023 	 -1.010294 	 -0.207107 	 296.597974 	 298.746473 	 273.091208 	 296.257465 	 296.616025 	 296.341607
3:50:14.126 PM 4/17/2023 	 -1.844945 	 -1.428317 	 296.601193 	 298.758441 	 273.116358 	 296.271949 	 296.606541 	 296.332118
3:50:24.126 PM 4/17/2023 	 -0.836032 	 -0.970069 	 296.599200 	 298.770869 	 273.101627 	 296.268770 	 296.622624 	 296.336460
3:50:34.126 PM 4/17/2023 	 -0.801958 	 -1.368016 	 296.599660 	 298.779921 	 273.103112 	 296.275822 	 296.620276 	 296.362781
3:50:44.626 PM 4/17/2023 	 -0.072517 	 -0.499925 	 296.601500 	 298.787593 	 273.094109 	 296.268212 	 296.618778 	 296.342952
3:50:55.126 PM 4/17/2023 	 -0.145641 	 -0.970797 	 296.603799 	 298.795418 	 273.095771 	 296.267439 	 296.615187 	 296.346880
3:51:05.126 PM 4/17/2023 	 -0.113416 	 -1.386662 	 296.603646 	 298.802629 	 273.096349 	 296.263287 	 296.611508 	 296.334738
3:51:15.625 PM 4/17/2023 	 -1.181107 	 -0.174010 	 296.601806 	 298.808920 	 273.107209 	 296.269841 	 296.612890 	 296.356802
3:51:25.626 PM 4/17/2023 	 -0.270524 	 -1.162097 	 296.600733 	 298.814597 	 273.101558 	 296.267765 	 296.619271 	 296.338745
3:51:35.626 PM 4/17/2023 	 0.228076 	 -1.140932 	 296.602113 	 298.818433 	 273.098912 	 296.255849 	 296.624745 	 296.341873
3:51:46.126 PM 4/17/2023 	 -0.199287 	 -1.420661 	 296.602573 	 298.823803 	 273.095707 	 296.270199 	 296.615127 	 296.351520
3:51:56.127 PM 4/17/2023 	 -1.284846 	 -1.121893 	 296.601959 	 298.828560 	 273.112158 	 296.269841 	 296.626513 	 296.359622
3:52:06.626 PM 4/17/2023 	 -0.527305 	 -0.864595 	 296.599354 	 298.833470 	 273.102377 	 296.270423 	 296.623336 	 296.356443
3:52:16.626 PM 4/17/2023 	 -0.713954 	 -1.140586 	 296.599354 	 298.838687 	 273.097108 	 296.251786 	 296.602364 	 296.345800
3:52:26.626 PM 4/17/2023 	 -0.268242 	 -0.980819 	 296.599813 	 298.843443 	 273.088724 	 296.261216 	 296.602862 	 296.335958
3:52:36.626 PM 4/17/2023 	 -0.818955 	 -1.610227 	 296.600733 	 298.848200 	 273.091586 	 296.284149 	 296.613564 	 296.343846
3:52:47.126 PM 4/17/2023 	 -0.199558 	 -0.837233 	 296.600580 	 298.850501 	 273.094408 	 296.266145 	 296.633154 	 296.355457
3:52:57.626 PM 4/17/2023 	 -0.261624 	 -1.280470 	 296.599967 	 298.852189 	 273.088763 	 296.262664 	 296.618871 	 296.357616
3:53:07.626 PM 4/17/2023 	 -0.868830 	 -0.445570 	 296.599967 	 298.853263 	 273.089782 	 296.264102 	 296.627354 	 296.360464
3:53:17.626 PM 4/17/2023 	 -0.277101 	 -1.316046 	 296.599813 	 298.854644 	 273.100848 	 296.275552 	 296.625173 	 296.342301
3:53:28.126 PM 4/17/2023 	 -0.453140 	 -1.357725 	 296.598894 	 298.854951 	 273.062593 	 296.277297 	 296.610476 	 296.344046
3:53:38.126 PM 4/17/2023 	 -1.607923 	 -0.561385 	 296.597821 	 298.853724 	 273.089326 	 296.281533 	 296.625983 	 296.358151
3:53:48.626 PM 4/17/2023 	 -0.498379 	 -1.477577 	 296.597974 	 298.852496 	 273.078261 	 296.255510 	 296.614071 	 296.354224
3:53:58.626 PM 4/17/2023 	 -0.129610 	 -0.907545 	 296.597514 	 298.852036 	 273.091282 	 296.261766 	 296.628308 	 296.355778
3:54:08.627 PM 4/17/2023 	 -0.656237 	 -0.651995 	 296.596441 	 298.852189 	 273.080775 	 296.270120 	 296.616927 	 296.353791
3:54:18.627 PM 4/17/2023 	 -0.877000 	 -0.749243 	 296.598740 	 298.853724 	 273.098363 	 296.275543 	 296.604965 	 296.341352
3:54:29.126 PM 4/17/2023 	 -0.087837 	 -0.541126 	 296.597208 	 298.855258 	 273.092198 	 296.256525 	 296.603341 	 296.346778
3:54:39.126 PM 4/17/2023 	 -0.498840 	 -1.123303 	 296.597974 	 298.856792 	 273.131187 	 296.270991 	 296.616388 	 296.332570
3:54:49.127 PM 4/17/2023 	 -1.207512 	 -0.556185 	 296.600120 	 298.858634 	 273.161815 	 296.268124 	 296.607416 	 296.363545
3:54:59.626 PM 4/17/2023 	 -0.094533 	 -0.974360 	 296.599967 	 298.860475 	 273.198090 	 296.273463 	 296.616979 	 296.331281
3:55:10.126 PM 4/17/2023 	 -0.216519 	 -0.587351 	 296.602266 	 298.862623 	 273.238611 	 296.251815 	 296.623062 	 296.349119
3:55:20.626 PM 4/17/2023 	 -0.234885 	 -0.601971 	 296.602419 	 298.861549 	 273.282066 	 296.253644 	 296.624890 	 296.332147
