"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-6deg.z"
"Date/Time:  12/6/2020 4:26:10 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-6deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	4.092900E+02	4.605900E+01	4.092900E+02	4.605900E+01
1	7.943282E+05	4.179000E+02	3.501600E+01	4.179000E+02	3.501600E+01
2	6.309573E+05	4.249900E+02	2.720600E+01	4.249900E+02	2.720600E+01
3	5.011872E+05	4.287800E+02	2.104700E+01	4.287800E+02	2.104700E+01
4	3.981072E+05	4.316500E+02	1.602400E+01	4.316500E+02	1.602400E+01
5	3.162278E+05	4.337700E+02	1.206900E+01	4.337700E+02	1.206900E+01
6	2.511886E+05	4.355100E+02	8.536400E+00	4.355100E+02	8.536400E+00
7	1.995262E+05	4.369400E+02	5.571500E+00	4.369400E+02	5.571500E+00
8	1.584893E+05	4.384300E+02	3.252900E+00	4.384300E+02	3.252900E+00
9	1.258925E+05	4.395800E+02	1.324200E+00	4.395800E+02	1.324200E+00
10	1.000000E+05	4.407700E+02	-2.746600E-01	4.407700E+02	-2.746600E-01
11	7.943282E+04	4.419300E+02	-1.990600E+00	4.419300E+02	-1.990600E+00
12	6.309573E+04	4.454200E+02	-4.447900E+00	4.454200E+02	-4.447900E+00
13	5.011872E+04	4.466000E+02	-6.396600E+00	4.466000E+02	-6.396600E+00
14	3.981072E+04	4.478500E+02	-8.682100E+00	4.478500E+02	-8.682100E+00
15	3.162278E+04	4.490400E+02	-1.134700E+01	4.490400E+02	-1.134700E+01
16	2.511886E+04	4.504700E+02	-1.422500E+01	4.504700E+02	-1.422500E+01
17	1.995262E+04	4.520000E+02	-1.767600E+01	4.520000E+02	-1.767600E+01
18	1.584893E+04	4.537300E+02	-2.177800E+01	4.537300E+02	-2.177800E+01
19	1.258925E+04	4.557700E+02	-2.675200E+01	4.557700E+02	-2.675200E+01
20	1.000000E+04	4.581800E+02	-3.271500E+01	4.581800E+02	-3.271500E+01
21	7.943282E+03	4.610600E+02	-3.995100E+01	4.610600E+02	-3.995100E+01
22	6.309573E+03	4.645100E+02	-4.876000E+01	4.645100E+02	-4.876000E+01
23	5.011872E+03	4.687400E+02	-5.918000E+01	4.687400E+02	-5.918000E+01
24	3.981072E+03	4.740100E+02	-7.171300E+01	4.740100E+02	-7.171300E+01
25	3.162278E+03	4.805700E+02	-8.653700E+01	4.805700E+02	-8.653700E+01
26	2.511886E+03	4.887400E+02	-1.040400E+02	4.887400E+02	-1.040400E+02
27	1.995262E+03	4.989900E+02	-1.245300E+02	4.989900E+02	-1.245300E+02
28	1.584893E+03	5.118700E+02	-1.482100E+02	5.118700E+02	-1.482100E+02
29	1.258925E+03	5.278000E+02	-1.754700E+02	5.278000E+02	-1.754700E+02
30	1.000000E+03	5.473700E+02	-2.064200E+02	5.473700E+02	-2.064200E+02
31	7.943282E+02	5.711600E+02	-2.412500E+02	5.711600E+02	-2.412500E+02
32	6.309573E+02	5.996300E+02	-2.801700E+02	5.996300E+02	-2.801700E+02
33	5.011872E+02	6.334900E+02	-3.231400E+02	6.334900E+02	-3.231400E+02
34	3.981072E+02	6.732200E+02	-3.703300E+02	6.732200E+02	-3.703300E+02
35	3.162278E+02	7.191900E+02	-4.218500E+02	7.191900E+02	-4.218500E+02
36	2.511886E+02	7.726700E+02	-4.795600E+02	7.726700E+02	-4.795600E+02
37	1.995262E+02	8.323300E+02	-5.404200E+02	8.323300E+02	-5.404200E+02
38	1.584893E+02	8.991300E+02	-6.065600E+02	8.991300E+02	-6.065600E+02
39	1.258925E+02	9.732100E+02	-6.789900E+02	9.732100E+02	-6.789900E+02
40	1.000000E+02	1.054900E+03	-7.590000E+02	1.054900E+03	-7.590000E+02
41	7.943282E+01	1.145000E+03	-8.476400E+02	1.145000E+03	-8.476400E+02
42	6.309573E+01	1.244200E+03	-9.476800E+02	1.244200E+03	-9.476800E+02
43	5.011872E+01	1.353500E+03	-1.060800E+03	1.353500E+03	-1.060800E+03
44	4.000000E+01	1.473100E+03	-1.187200E+03	1.473100E+03	-1.187200E+03
