"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-19deg.z"
"Date/Time:  12/6/2020 4:25:38 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-19deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	2.129000E+02	4.612100E+01	2.129000E+02	4.612100E+01
1	7.943282E+05	2.151700E+02	3.737600E+01	2.151700E+02	3.737600E+01
2	6.309573E+05	2.169300E+02	3.024600E+01	2.169300E+02	3.024600E+01
3	5.011872E+05	2.175400E+02	2.428300E+01	2.175400E+02	2.428300E+01
4	3.981072E+05	2.180700E+02	1.927900E+01	2.180700E+02	1.927900E+01
5	3.162278E+05	2.184100E+02	1.514900E+01	2.184100E+02	1.514900E+01
6	2.511886E+05	2.186500E+02	1.161900E+01	2.186500E+02	1.161900E+01
7	1.995262E+05	2.190800E+02	8.514800E+00	2.190800E+02	8.514800E+00
8	1.584893E+05	2.193800E+02	6.158700E+00	2.193800E+02	6.158700E+00
9	1.258925E+05	2.198800E+02	3.972700E+00	2.198800E+02	3.972700E+00
10	1.000000E+05	2.203200E+02	2.189100E+00	2.203200E+02	2.189100E+00
11	7.943282E+04	2.207800E+02	5.117600E-01	2.207800E+02	5.117600E-01
12	6.309573E+04	2.225400E+02	-1.580200E+00	2.225400E+02	-1.580200E+00
13	5.011872E+04	2.231400E+02	-3.357100E+00	2.231400E+02	-3.357100E+00
14	3.981072E+04	2.237900E+02	-5.323800E+00	2.237900E+02	-5.323800E+00
15	3.162278E+04	2.244900E+02	-7.521000E+00	2.244900E+02	-7.521000E+00
16	2.511886E+04	2.253300E+02	-9.939800E+00	2.253300E+02	-9.939800E+00
17	1.995262E+04	2.262600E+02	-1.276300E+01	2.262600E+02	-1.276300E+01
18	1.584893E+04	2.273700E+02	-1.609300E+01	2.273700E+02	-1.609300E+01
19	1.258925E+04	2.287600E+02	-2.006400E+01	2.287600E+02	-2.006400E+01
20	1.000000E+04	2.304600E+02	-2.480800E+01	2.304600E+02	-2.480800E+01
21	7.943282E+03	2.326200E+02	-3.049000E+01	2.326200E+02	-3.049000E+01
22	6.309573E+03	2.353500E+02	-3.723900E+01	2.353500E+02	-3.723900E+01
23	5.011872E+03	2.387800E+02	-4.521200E+01	2.387800E+02	-4.521200E+01
24	3.981072E+03	2.432100E+02	-5.461800E+01	2.432100E+02	-5.461800E+01
25	3.162278E+03	2.489600E+02	-6.561200E+01	2.489600E+02	-6.561200E+01
26	2.511886E+03	2.558700E+02	-7.814500E+01	2.558700E+02	-7.814500E+01
27	1.995262E+03	2.645500E+02	-9.246900E+01	2.645500E+02	-9.246900E+01
28	1.584893E+03	2.752300E+02	-1.087000E+02	2.752300E+02	-1.087000E+02
29	1.258925E+03	2.879500E+02	-1.267100E+02	2.879500E+02	-1.267100E+02
30	1.000000E+03	3.031100E+02	-1.466600E+02	3.031100E+02	-1.466600E+02
31	7.943282E+02	3.208500E+02	-1.685800E+02	3.208500E+02	-1.685800E+02
32	6.309573E+02	3.412400E+02	-1.926200E+02	3.412400E+02	-1.926200E+02
33	5.011872E+02	3.644700E+02	-2.188600E+02	3.644700E+02	-2.188600E+02
34	3.981072E+02	3.905900E+02	-2.478000E+02	3.905900E+02	-2.478000E+02
35	3.162278E+02	4.197400E+02	-2.798500E+02	4.197400E+02	-2.798500E+02
36	2.511886E+02	4.528200E+02	-3.168500E+02	4.528200E+02	-3.168500E+02
37	1.995262E+02	4.886600E+02	-3.574800E+02	4.886600E+02	-3.574800E+02
38	1.584893E+02	5.285900E+02	-4.038600E+02	5.285900E+02	-4.038600E+02
39	1.258925E+02	5.729400E+02	-4.570200E+02	5.729400E+02	-4.570200E+02
40	1.000000E+02	6.230000E+02	-5.183000E+02	6.230000E+02	-5.183000E+02
41	7.943282E+01	6.799500E+02	-5.890600E+02	6.799500E+02	-5.890600E+02
42	6.309573E+01	7.458200E+02	-6.707300E+02	7.458200E+02	-6.707300E+02
43	5.011872E+01	8.222500E+02	-7.636300E+02	8.222500E+02	-7.636300E+02
44	3.981072E+01	9.117200E+02	-8.688800E+02	9.117200E+02	-8.688800E+02
45	3.162278E+01	1.017100E+03	-9.867900E+02	1.017100E+03	-9.867900E+02
46	2.511886E+01	1.140700E+03	-1.115700E+03	1.140700E+03	-1.115700E+03
47	1.995262E+01	1.284800E+03	-1.255500E+03	1.284800E+03	-1.255500E+03
48	1.584893E+01	1.450500E+03	-1.401000E+03	1.450500E+03	-1.401000E+03
49	1.258925E+01	1.640600E+03	-1.552600E+03	1.640600E+03	-1.552600E+03
50	1.000000E+01	1.853200E+03	-1.703500E+03	1.853200E+03	-1.703500E+03
