"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-16deg.z"
"Date/Time:  12/6/2020 4:25:46 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-16deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	2.459600E+02	4.651300E+01	2.459600E+02	4.651300E+01
1	7.943282E+05	2.493800E+02	3.727900E+01	2.493800E+02	3.727900E+01
2	6.309573E+05	2.523400E+02	2.996500E+01	2.523400E+02	2.996500E+01
3	5.011872E+05	2.535500E+02	2.391600E+01	2.535500E+02	2.391600E+01
4	3.981072E+05	2.545600E+02	1.885400E+01	2.545600E+02	1.885400E+01
5	3.162278E+05	2.553000E+02	1.474000E+01	2.553000E+02	1.474000E+01
6	2.511886E+05	2.558400E+02	1.121500E+01	2.558400E+02	1.121500E+01
7	1.995262E+05	2.565400E+02	8.120200E+00	2.565400E+02	8.120200E+00
8	1.584893E+05	2.570900E+02	5.791400E+00	2.570900E+02	5.791400E+00
9	1.258925E+05	2.577900E+02	3.613200E+00	2.577900E+02	3.613200E+00
10	1.000000E+05	2.584800E+02	1.845400E+00	2.584800E+02	1.845400E+00
11	7.943282E+04	2.592700E+02	7.140100E-02	2.592700E+02	7.140100E-02
12	6.309573E+04	2.618600E+02	-2.028300E+00	2.618600E+02	-2.028300E+00
13	5.011872E+04	2.626700E+02	-3.855000E+00	2.626700E+02	-3.855000E+00
14	3.981072E+04	2.635400E+02	-5.877700E+00	2.635400E+02	-5.877700E+00
15	3.162278E+04	2.644000E+02	-8.153000E+00	2.644000E+02	-8.153000E+00
16	2.511886E+04	2.654300E+02	-1.066800E+01	2.654300E+02	-1.066800E+01
17	1.995262E+04	2.665800E+02	-1.359700E+01	2.665800E+02	-1.359700E+01
18	1.584893E+04	2.678900E+02	-1.706900E+01	2.678900E+02	-1.706900E+01
19	1.258925E+04	2.694500E+02	-2.120700E+01	2.694500E+02	-2.120700E+01
20	1.000000E+04	2.713200E+02	-2.616600E+01	2.713200E+02	-2.616600E+01
21	7.943282E+03	2.736800E+02	-3.212100E+01	2.736800E+02	-3.212100E+01
22	6.309573E+03	2.765300E+02	-3.926100E+01	2.765300E+02	-3.926100E+01
23	5.011872E+03	2.801600E+02	-4.769700E+01	2.801600E+02	-4.769700E+01
24	3.981072E+03	2.847900E+02	-5.766200E+01	2.847900E+02	-5.766200E+01
25	3.162278E+03	2.906100E+02	-6.929900E+01	2.906100E+02	-6.929900E+01
26	2.511886E+03	2.979000E+02	-8.274200E+01	2.979000E+02	-8.274200E+01
27	1.995262E+03	3.069800E+02	-9.813100E+01	3.069800E+02	-9.813100E+01
28	1.584893E+03	3.181300E+02	-1.155700E+02	3.181300E+02	-1.155700E+02
29	1.258925E+03	3.316600E+02	-1.352000E+02	3.316600E+02	-1.352000E+02
30	1.000000E+03	3.478900E+02	-1.569900E+02	3.478900E+02	-1.569900E+02
31	7.943282E+02	3.670400E+02	-1.810400E+02	3.670400E+02	-1.810400E+02
32	6.309573E+02	3.892500E+02	-2.074400E+02	3.892500E+02	-2.074400E+02
33	5.011872E+02	4.147000E+02	-2.362500E+02	4.147000E+02	-2.362500E+02
34	3.981072E+02	4.435000E+02	-2.677500E+02	4.435000E+02	-2.677500E+02
35	3.162278E+02	4.757000E+02	-3.024500E+02	4.757000E+02	-3.024500E+02
36	2.511886E+02	5.121900E+02	-3.420200E+02	5.121900E+02	-3.420200E+02
37	1.995262E+02	5.521600E+02	-3.852900E+02	5.521600E+02	-3.852900E+02
38	1.584893E+02	5.965100E+02	-4.340900E+02	5.965100E+02	-4.340900E+02
39	1.258925E+02	6.455900E+02	-4.896700E+02	6.455900E+02	-4.896700E+02
40	1.000000E+02	7.001900E+02	-5.533300E+02	7.001900E+02	-5.533300E+02
41	7.943282E+01	7.616500E+02	-6.265700E+02	7.616500E+02	-6.265700E+02
42	6.309573E+01	8.319100E+02	-7.114300E+02	8.319100E+02	-7.114300E+02
43	5.011872E+01	9.125100E+02	-8.084100E+02	9.125100E+02	-8.084100E+02
44	3.981072E+01	1.006600E+03	-9.196100E+02	1.006600E+03	-9.196100E+02
45	3.162278E+01	1.117000E+03	-1.045100E+03	1.117000E+03	-1.045100E+03
46	2.511886E+01	1.246000E+03	-1.183500E+03	1.246000E+03	-1.183500E+03
47	1.995262E+01	1.397700E+03	-1.336400E+03	1.397700E+03	-1.336400E+03
48	1.584893E+01	1.573400E+03	-1.496900E+03	1.573400E+03	-1.496900E+03
49	1.258925E+01	1.776100E+03	-1.665500E+03	1.776100E+03	-1.665500E+03
50	1.000000E+01	2.004700E+03	-1.838700E+03	2.004700E+03	-1.838700E+03
