"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-13deg.z"
"Date/Time:  12/6/2020 4:25:53 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-13deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	2.813500E+02	4.671500E+01	2.813500E+02	4.671500E+01
1	7.943282E+05	2.857400E+02	3.705200E+01	2.857400E+02	3.705200E+01
2	6.309573E+05	2.893100E+02	2.956100E+01	2.893100E+02	2.956100E+01
3	5.011872E+05	2.911900E+02	2.341300E+01	2.911900E+02	2.341300E+01
4	3.981072E+05	2.923100E+02	1.842600E+01	2.923100E+02	1.842600E+01
5	3.162278E+05	2.932800E+02	1.431600E+01	2.932800E+02	1.431600E+01
6	2.511886E+05	2.940800E+02	1.072700E+01	2.940800E+02	1.072700E+01
7	1.995262E+05	2.948200E+02	7.671000E+00	2.948200E+02	7.671000E+00
8	1.584893E+05	2.955400E+02	5.310000E+00	2.955400E+02	5.310000E+00
9	1.258925E+05	2.961700E+02	3.257800E+00	2.961700E+02	3.257800E+00
10	1.000000E+05	2.969300E+02	1.426700E+00	2.969300E+02	1.426700E+00
11	7.943282E+04	2.976800E+02	-3.554400E-01	2.976800E+02	-3.554400E-01
12	6.309573E+04	3.000100E+02	-2.480200E+00	3.000100E+02	-2.480200E+00
13	5.011872E+04	3.008400E+02	-4.342700E+00	3.008400E+02	-4.342700E+00
14	3.981072E+04	3.016800E+02	-6.413600E+00	3.016800E+02	-6.413600E+00
15	3.162278E+04	3.025500E+02	-8.775500E+00	3.025500E+02	-8.775500E+00
16	2.511886E+04	3.036600E+02	-1.135700E+01	3.036600E+02	-1.135700E+01
17	1.995262E+04	3.048400E+02	-1.439700E+01	3.048400E+02	-1.439700E+01
18	1.584893E+04	3.062000E+02	-1.800300E+01	3.062000E+02	-1.800300E+01
19	1.258925E+04	3.078100E+02	-2.229900E+01	3.078100E+02	-2.229900E+01
20	1.000000E+04	3.097400E+02	-2.744200E+01	3.097400E+02	-2.744200E+01
21	7.943282E+03	3.121200E+02	-3.365000E+01	3.121200E+02	-3.365000E+01
22	6.309573E+03	3.150700E+02	-4.109100E+01	3.150700E+02	-4.109100E+01
23	5.011872E+03	3.187600E+02	-4.991200E+01	3.187600E+02	-4.991200E+01
24	3.981072E+03	3.234200E+02	-6.034100E+01	3.234200E+02	-6.034100E+01
25	3.162278E+03	3.292900E+02	-7.258100E+01	3.292900E+02	-7.258100E+01
26	2.511886E+03	3.366900E+02	-8.680000E+01	3.366900E+02	-8.680000E+01
27	1.995262E+03	3.459600E+02	-1.031900E+02	3.459600E+02	-1.031900E+02
28	1.584893E+03	3.574500E+02	-1.217800E+02	3.574500E+02	-1.217800E+02
29	1.258925E+03	3.714600E+02	-1.427800E+02	3.714600E+02	-1.427800E+02
30	1.000000E+03	3.884100E+02	-1.661700E+02	3.884100E+02	-1.661700E+02
31	7.943282E+02	4.085200E+02	-1.921200E+02	4.085200E+02	-1.921200E+02
32	6.309573E+02	4.320100E+02	-2.206200E+02	4.320100E+02	-2.206200E+02
33	5.011872E+02	4.591200E+02	-2.517100E+02	4.591200E+02	-2.517100E+02
34	3.981072E+02	4.900900E+02	-2.857500E+02	4.900900E+02	-2.857500E+02
35	3.162278E+02	5.250100E+02	-3.230600E+02	5.250100E+02	-3.230600E+02
36	2.511886E+02	5.645600E+02	-3.654300E+02	5.645600E+02	-3.654300E+02
37	1.995262E+02	6.079800E+02	-4.111100E+02	6.079800E+02	-4.111100E+02
38	1.584893E+02	6.562300E+02	-4.622200E+02	6.562300E+02	-4.622200E+02
39	1.258925E+02	7.092600E+02	-5.198800E+02	7.092600E+02	-5.198800E+02
40	1.000000E+02	7.683600E+02	-5.855000E+02	7.683600E+02	-5.855000E+02
41	7.943282E+01	8.343000E+02	-6.612700E+02	8.343000E+02	-6.612700E+02
42	6.309573E+01	9.085300E+02	-7.480900E+02	9.085300E+02	-7.480900E+02
43	5.011872E+01	9.930700E+02	-8.479500E+02	9.930700E+02	-8.479500E+02
44	4.000000E+01	1.088800E+03	-9.608700E+02	1.088800E+03	-9.608700E+02
