"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-n5deg.z"
"Date/Time:  12/6/2020 4:26:42 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-n5deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	7.588300E+02	2.912200E+01	7.588300E+02	2.912200E+01
1	7.943282E+05	7.816600E+02	1.727900E+01	7.816600E+02	1.727900E+01
2	6.309573E+05	7.999600E+02	1.149800E+01	7.999600E+02	1.149800E+01
3	5.011872E+05	8.101400E+02	7.722400E+00	8.101400E+02	7.722400E+00
4	3.981072E+05	8.169600E+02	4.851400E+00	8.169600E+02	4.851400E+00
5	3.162278E+05	8.225200E+02	2.446000E+00	8.225200E+02	2.446000E+00
6	2.511886E+05	8.266100E+02	-2.645900E-01	8.266100E+02	-2.645900E-01
7	1.995262E+05	8.297400E+02	-2.622900E+00	8.297400E+02	-2.622900E+00
8	1.584893E+05	8.329800E+02	-4.003800E+00	8.329800E+02	-4.003800E+00
9	1.258925E+05	8.356100E+02	-5.303600E+00	8.356100E+02	-5.303600E+00
10	1.000000E+05	8.385400E+02	-6.162700E+00	8.385400E+02	-6.162700E+00
11	7.943282E+04	8.414900E+02	-7.427500E+00	8.414900E+02	-7.427500E+00
12	6.309573E+04	8.492900E+02	-1.031800E+01	8.492900E+02	-1.031800E+01
13	5.011872E+04	8.519800E+02	-1.201200E+01	8.519800E+02	-1.201200E+01
14	3.981072E+04	8.544400E+02	-1.437200E+01	8.544400E+02	-1.437200E+01
15	3.162278E+04	8.569000E+02	-1.738300E+01	8.569000E+02	-1.738300E+01
16	2.511886E+04	8.597400E+02	-2.066000E+01	8.597400E+02	-2.066000E+01
17	1.995262E+04	8.626000E+02	-2.466400E+01	8.626000E+02	-2.466400E+01
18	1.584893E+04	8.657100E+02	-2.943100E+01	8.657100E+02	-2.943100E+01
19	1.258925E+04	8.691600E+02	-3.544700E+01	8.691600E+02	-3.544700E+01
20	1.000000E+04	8.729300E+02	-4.272800E+01	8.729300E+02	-4.272800E+01
21	7.943282E+03	8.771400E+02	-5.168400E+01	8.771400E+02	-5.168400E+01
22	6.309573E+03	8.820700E+02	-6.264200E+01	8.820700E+02	-6.264200E+01
23	5.011872E+03	8.877600E+02	-7.571300E+01	8.877600E+02	-7.571300E+01
24	3.981072E+03	8.945100E+02	-9.150000E+01	8.945100E+02	-9.150000E+01
25	3.162278E+03	9.027000E+02	-1.106200E+02	9.027000E+02	-1.106200E+02
26	2.511886E+03	9.126500E+02	-1.334100E+02	9.126500E+02	-1.334100E+02
27	1.995262E+03	9.245700E+02	-1.607500E+02	9.245700E+02	-1.607500E+02
28	1.584893E+03	9.393200E+02	-1.930600E+02	9.393200E+02	-1.930600E+02
29	1.258925E+03	9.576900E+02	-2.312300E+02	9.576900E+02	-2.312300E+02
30	1.000000E+03	9.801700E+02	-2.759500E+02	9.801700E+02	-2.759500E+02
31	7.943282E+02	1.007900E+03	-3.279500E+02	1.007900E+03	-3.279500E+02
32	6.309573E+02	1.041800E+03	-3.880500E+02	1.041800E+03	-3.880500E+02
33	5.011872E+02	1.083200E+03	-4.565400E+02	1.083200E+03	-4.565400E+02
34	3.981072E+02	1.133300E+03	-5.342600E+02	1.133300E+03	-5.342600E+02
35	3.162278E+02	1.194200E+03	-6.217200E+02	1.194200E+03	-6.217200E+02
36	2.511886E+02	1.268900E+03	-7.214700E+02	1.268900E+03	-7.214700E+02
37	1.995262E+02	1.355600E+03	-8.297300E+02	1.355600E+03	-8.297300E+02
38	1.584893E+02	1.457200E+03	-9.482800E+02	1.457200E+03	-9.482800E+02
39	1.258925E+02	1.575200E+03	-1.077200E+03	1.575200E+03	-1.077200E+03
40	1.000000E+02	1.710100E+03	-1.217000E+03	1.710100E+03	-1.217000E+03
41	7.943282E+01	1.863000E+03	-1.368300E+03	1.863000E+03	-1.368300E+03
42	6.309573E+01	2.034700E+03	-1.531300E+03	2.034700E+03	-1.531300E+03
43	5.011872E+01	2.225700E+03	-1.709300E+03	2.225700E+03	-1.709300E+03
44	4.000000E+01	2.431800E+03	-1.898600E+03	2.431800E+03	-1.898600E+03
