"ZView Export Data File: Version 3.3c"
"Export From File: C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-U20deg.z"
"Date/Time:  12/6/2020 4:28:46 PM"
" "
" "
"C:\Users\user\Desktop\Yilong\Round 2\380-blind P\225 psi\225psi-U20deg.txt"
"Pt."	"Frequency"	"Z'"	"Z''"	"Z'"	"Z''"
0	1.000000E+06	2.571100E+02	4.728300E+01	2.571100E+02	4.728300E+01
1	7.943282E+05	2.605400E+02	3.753200E+01	2.605400E+02	3.753200E+01
2	6.309573E+05	2.624300E+02	2.992600E+01	2.624300E+02	2.992600E+01
3	5.011872E+05	2.635700E+02	2.365200E+01	2.635700E+02	2.365200E+01
4	3.981072E+05	2.641200E+02	1.851800E+01	2.641200E+02	1.851800E+01
5	3.162278E+05	2.645200E+02	1.429800E+01	2.645200E+02	1.429800E+01
6	2.511886E+05	2.648000E+02	1.062200E+01	2.648000E+02	1.062200E+01
7	1.995262E+05	2.649900E+02	7.457700E+00	2.649900E+02	7.457700E+00
8	1.584893E+05	2.651300E+02	5.015000E+00	2.651300E+02	5.015000E+00
9	1.258925E+05	2.654100E+02	2.725300E+00	2.654100E+02	2.725300E+00
10	1.000000E+05	2.656400E+02	8.242200E-01	2.656400E+02	8.242200E-01
11	7.943282E+04	2.659800E+02	-1.145300E+00	2.659800E+02	-1.145300E+00
12	6.309573E+04	2.662100E+02	-3.380700E+00	2.662100E+02	-3.380700E+00
13	5.011872E+04	2.666100E+02	-5.412300E+00	2.666100E+02	-5.412300E+00
14	3.981072E+04	2.671000E+02	-7.673300E+00	2.671000E+02	-7.673300E+00
15	3.162278E+04	2.676300E+02	-1.024500E+01	2.676300E+02	-1.024500E+01
16	2.511886E+04	2.683600E+02	-1.305600E+01	2.683600E+02	-1.305600E+01
17	1.995262E+04	2.692500E+02	-1.636500E+01	2.692500E+02	-1.636500E+01
18	1.584893E+04	2.703600E+02	-2.026100E+01	2.703600E+02	-2.026100E+01
19	1.258925E+04	2.718200E+02	-2.488100E+01	2.718200E+02	-2.488100E+01
20	1.000000E+04	2.737200E+02	-3.036400E+01	2.737200E+02	-3.036400E+01
21	7.943282E+03	2.762000E+02	-3.689100E+01	2.762000E+02	-3.689100E+01
22	6.309573E+03	2.794200E+02	-4.457800E+01	2.794200E+02	-4.457800E+01
23	5.011872E+03	2.835800E+02	-5.347400E+01	2.835800E+02	-5.347400E+01
24	3.981072E+03	2.889300E+02	-6.370400E+01	2.889300E+02	-6.370400E+01
25	3.162278E+03	2.956100E+02	-7.534500E+01	2.956100E+02	-7.534500E+01
26	2.511886E+03	3.038800E+02	-8.840800E+01	3.038800E+02	-8.840800E+01
27	1.995262E+03	3.139100E+02	-1.030500E+02	3.139100E+02	-1.030500E+02
28	1.584893E+03	3.259000E+02	-1.191700E+02	3.259000E+02	-1.191700E+02
29	1.258925E+03	3.400300E+02	-1.369900E+02	3.400300E+02	-1.369900E+02
30	1.000000E+03	3.565600E+02	-1.564200E+02	3.565600E+02	-1.564200E+02
31	7.943282E+02	3.756300E+02	-1.775200E+02	3.756300E+02	-1.775200E+02
32	6.309573E+02	3.974000E+02	-2.002600E+02	3.974000E+02	-2.002600E+02
33	5.011872E+02	4.218900E+02	-2.247800E+02	4.218900E+02	-2.247800E+02
34	3.981072E+02	4.492200E+02	-2.512800E+02	4.492200E+02	-2.512800E+02
35	3.162278E+02	4.792700E+02	-2.803400E+02	4.792700E+02	-2.803400E+02
36	2.511886E+02	5.112100E+02	-3.111500E+02	5.112100E+02	-3.111500E+02
37	1.995262E+02	5.475100E+02	-3.470900E+02	5.475100E+02	-3.470900E+02
38	1.584893E+02	5.870400E+02	-3.874000E+02	5.870400E+02	-3.874000E+02
39	1.258925E+02	6.301400E+02	-4.329000E+02	6.301400E+02	-4.329000E+02
40	1.000000E+02	6.778700E+02	-4.845400E+02	6.778700E+02	-4.845400E+02
41	7.943282E+01	7.312100E+02	-5.441200E+02	7.312100E+02	-5.441200E+02
42	6.309573E+01	7.914700E+02	-6.119300E+02	7.914700E+02	-6.119300E+02
43	5.011872E+01	8.609100E+02	-6.892700E+02	8.609100E+02	-6.892700E+02
44	4.000000E+01	9.396800E+02	-7.739200E+02	9.396800E+02	-7.739200E+02
