Timestamp                   	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
2:36:19.312 PM 12/12/2023 	 20283.386938 	 20283.477449 	 294.182677 	 295.141757 	 294.016719 	 295.265387 	 -65737.737663 	 295.441547
2:36:29.312 PM 12/12/2023 	 20283.337283 	 20283.220663 	 294.182371 	 295.143289 	 294.017947 	 295.250594 	 -65737.806186 	 295.376366
2:36:39.312 PM 12/12/2023 	 20281.966340 	 20284.083618 	 294.181605 	 295.144975 	 294.013412 	 295.495701 	 -65737.966074 	 295.595986
2:36:49.812 PM 12/12/2023 	 20282.930425 	 20283.932915 	 294.184515 	 295.155704 	 294.000375 	 295.329170 	 -65738.011756 	 295.484588
2:36:59.812 PM 12/12/2023 	 20283.611066 	 20283.209997 	 294.185740 	 295.171796 	 294.052499 	 295.294477 	 -65738.165937 	 295.416941
2:37:09.813 PM 12/12/2023 	 20282.333076 	 20284.126998 	 294.184209 	 295.185590 	 294.022576 	 295.282064 	 -65738.240173 	 295.447387
2:37:20.312 PM 12/12/2023 	 20282.715743 	 20283.424708 	 294.186506 	 295.195245 	 294.016979 	 295.301449 	 -65738.257305 	 295.479479
2:37:30.313 PM 12/12/2023 	 20282.915834 	 20283.418998 	 294.186812 	 295.192333 	 294.012987 	 295.438769 	 -65738.205911 	 295.480680
2:37:40.813 PM 12/12/2023 	 20283.290034 	 20283.524623 	 294.188191 	 295.197084 	 294.013247 	 295.260040 	 -65738.154516 	 295.433847
2:37:51.313 PM 12/12/2023 	 20282.249616 	 20283.800711 	 294.188650 	 295.203062 	 294.025316 	 295.351215 	 -65737.988915 	 295.471780
2:38:01.813 PM 12/12/2023 	 20282.753023 	 20282.697194 	 294.190182 	 295.209039 	 294.042155 	 295.346811 	 -65737.834737 	 295.507873
2:38:12.312 PM 12/12/2023 	 20281.737078 	 20283.310646 	 294.191867 	 295.213330 	 294.027087 	 295.182442 	 -65737.617749 	 295.359104
2:38:22.313 PM 12/12/2023 	 20281.916658 	 20283.040355 	 294.195084 	 295.224979 	 294.021773 	 295.216720 	 -65737.474997 	 295.407498
2:38:32.813 PM 12/12/2023 	 20282.987508 	 20282.901664 	 294.196003 	 295.231722 	 294.036487 	 295.361883 	 -65737.263727 	 295.520115
2:38:42.813 PM 12/12/2023 	 20282.555502 	 20283.374267 	 294.196768 	 295.229730 	 294.008311 	 295.339910 	 -65737.075301 	 295.591372
2:38:52.813 PM 12/12/2023 	 20282.012570 	 20283.096536 	 294.196768 	 295.231109 	 294.023970 	 295.332915 	 -65736.864040 	 295.446421
2:39:02.813 PM 12/12/2023 	 20282.151355 	 20283.153151 	 294.195696 	 295.239999 	 294.006492 	 295.282512 	 -65736.749846 	 295.474676
2:39:13.312 PM 12/12/2023 	 20281.764213 	 20284.091593 	 294.199372 	 295.243830 	 294.037125 	 295.227792 	 -65736.504335 	 295.463775
2:39:23.813 PM 12/12/2023 	 20282.048405 	 20283.378730 	 294.201670 	 295.263295 	 294.039250 	 295.380653 	 -65736.218864 	 295.569010
2:39:34.313 PM 12/12/2023 	 20281.090217 	 20282.133360 	 294.203048 	 295.264675 	 294.010390 	 295.454545 	 -65736.093259 	 295.528002
2:39:44.812 PM 12/12/2023 	 20282.243196 	 20282.309846 	 294.204733 	 295.275556 	 294.014712 	 295.369373 	 -65735.996202 	 295.557264
2:39:54.813 PM 12/12/2023 	 20282.069477 	 20282.683067 	 294.206112 	 295.285212 	 294.026096 	 295.335978 	 -65735.893436 	 295.501281
2:40:04.813 PM 12/12/2023 	 20282.371549 	 20282.274438 	 294.208409 	 295.289044 	 294.028953 	 295.389696 	 -65735.784963 	 295.506484
2:40:15.313 PM 12/12/2023 	 20281.714062 	 20282.202340 	 294.207797 	 295.286132 	 294.018231 	 295.393134 	 -65735.819218 	 295.548530
2:40:25.813 PM 12/12/2023 	 20282.708314 	 20283.375021 	 294.208256 	 295.283986 	 294.038329 	 295.130044 	 -65735.882018 	 295.326981
2:40:36.313 PM 12/12/2023 	 20282.243548 	 20282.752287 	 294.210860 	 295.287358 	 294.032827 	 295.243293 	 -65735.921982 	 295.437356
2:40:46.813 PM 12/12/2023 	 20281.231544 	 20282.362549 	 294.211779 	 295.295022 	 294.019294 	 295.295750 	 -65735.961947 	 295.516160
2:40:56.813 PM 12/12/2023 	 20282.148980 	 20283.040930 	 294.213464 	 295.299160 	 294.023096 	 295.457794 	 -65736.081840 	 295.526542
2:41:07.313 PM 12/12/2023 	 20282.039533 	 20283.897599 	 294.215608 	 295.298700 	 294.021679 	 295.484636 	 -65736.081840 	 295.630587
2:41:17.812 PM 12/12/2023 	 20281.653139 	 20282.539257 	 294.212392 	 295.293949 	 294.028079 	 295.483011 	 -65736.030457 	 295.535747
2:41:27.813 PM 12/12/2023 	 20281.854964 	 20282.269031 	 294.214077 	 295.293795 	 294.047800 	 295.564350 	 -65736.001911 	 295.590714
2:41:37.813 PM 12/12/2023 	 20282.047038 	 20282.485025 	 294.216068 	 295.306210 	 294.041352 	 295.522140 	 -65735.927691 	 295.612534
2:41:48.313 PM 12/12/2023 	 20281.033444 	 20282.070564 	 294.215915 	 295.313414 	 294.026356 	 296.095871 	 -65735.842054 	 296.018269
2:41:58.813 PM 12/12/2023 	 20281.813759 	 20282.572189 	 294.218059 	 295.322150 	 294.026072 	 295.758752 	 -65735.773545 	 295.696627
2:42:09.313 PM 12/12/2023 	 20282.764143 	 20283.223164 	 294.221122 	 295.328281 	 294.017334 	 295.824868 	 -65735.716454 	 295.771223
2:42:19.313 PM 12/12/2023 	 20281.301383 	 20283.223998 	 294.221888 	 295.330733 	 294.025175 	 295.746092 	 -65735.670782 	 295.747975
2:42:29.813 PM 12/12/2023 	 20282.006480 	 20282.423314 	 294.222807 	 295.346827 	 294.044989 	 295.708888 	 -65735.779254 	 295.640637
2:42:39.813 PM 12/12/2023 	 20281.806927 	 20282.876924 	 294.224033 	 295.360928 	 294.029024 	 295.972008 	 -65735.802090 	 295.840278
2:42:50.314 PM 12/12/2023 	 20282.194334 	 20283.511854 	 294.225718 	 295.362154 	 294.042439 	 295.546765 	 -65735.847763 	 295.636683
2:43:00.813 PM 12/12/2023 	 20281.610428 	 20282.391477 	 294.225718 	 295.370430 	 294.049146 	 295.588760 	 -65735.984783 	 295.710676
2:43:10.813 PM 12/12/2023 	 20282.004049 	 20282.354275 	 294.226483 	 295.393115 	 294.033984 	 295.530803 	 -65736.087550 	 295.618842
2:43:21.313 PM 12/12/2023 	 20281.986503 	 20282.928346 	 294.229547 	 295.410281 	 294.020852 	 295.319915 	 -65736.224573 	 295.505472
2:43:31.313 PM 12/12/2023 	 20281.385490 	 20283.124334 	 294.233070 	 295.412427 	 294.034645 	 295.423157 	 -65736.361598 	 295.565832
2:43:41.313 PM 12/12/2023 	 20281.548947 	 20282.684366 	 294.235214 	 295.414113 	 294.035212 	 295.357785 	 -65736.612816 	 295.530144
2:43:51.813 PM 12/12/2023 	 20282.017464 	 20283.309525 	 294.239197 	 295.412734 	 294.023615 	 295.266612 	 -65736.778395 	 295.481857
2:44:01.814 PM 12/12/2023 	 20282.161916 	 20283.360129 	 294.239503 	 295.409822 	 294.033747 	 295.201808 	 -65736.943976 	 295.355854
2:44:12.313 PM 12/12/2023 	 20282.288025 	 20283.411769 	 294.239809 	 295.410435 	 294.039085 	 295.296173 	 -65737.092431 	 295.466670
2:44:22.313 PM 12/12/2023 	 20281.800236 	 20283.396176 	 294.244404 	 295.409362 	 294.021702 	 295.894620 	 -65737.229468 	 295.556228
2:44:32.314 PM 12/12/2023 	 20282.376908 	 20283.808445 	 294.247927 	 295.405990 	 294.038093 	 295.412937 	 -65737.423607 	 295.493935
2:44:42.813 PM 12/12/2023 	 20281.982243 	 20283.369147 	 294.249000 	 295.412274 	 294.054482 	 295.403848 	 -65737.731953 	 295.523458
2:44:52.813 PM 12/12/2023 	 20282.407371 	 20282.749081 	 294.249000 	 295.405836 	 294.053656 	 295.232503 	 -65737.988915 	 295.357809
2:45:02.814 PM 12/12/2023 	 20282.516702 	 20283.881100 	 294.248387 	 295.396487 	 294.022718 	 295.046132 	 -65738.274436 	 295.209653
2:45:12.814 PM 12/12/2023 	 20283.419393 	 20284.264325 	 294.247162 	 295.392195 	 294.019955 	 295.283218 	 -65738.519991 	 295.390143
2:45:23.314 PM 12/12/2023 	 20283.149591 	 20283.708739 	 294.245783 	 295.376561 	 294.047964 	 295.215990 	 -65738.782684 	 295.333292
2:45:33.814 PM 12/12/2023 	 20283.540639 	 20284.120074 	 294.244558 	 295.368744 	 294.024041 	 295.338638 	 -65738.936877 	 295.499703
2:45:44.314 PM 12/12/2023 	 20282.988729 	 20283.364227 	 294.244251 	 295.364759 	 294.037739 	 295.183644 	 -65739.051095 	 295.309905
2:45:54.314 PM 12/12/2023 	 20283.177460 	 20283.726157 	 294.243026 	 295.362614 	 294.038471 	 295.212645 	 -65739.228136 	 295.322411
2:46:04.814 PM 12/12/2023 	 20283.790848 	 20284.262650 	 294.243026 	 295.350352 	 294.031457 	 295.239571 	 -65739.245269 	 295.452944
2:46:15.314 PM 12/12/2023 	 20283.554772 	 20283.405637 	 294.242566 	 295.342995 	 294.026025 	 295.341088 	 -65739.302380 	 295.510157
2:46:25.814 PM 12/12/2023 	 20284.133448 	 20283.456433 	 294.243792 	 295.338703 	 294.020286 	 295.359858 	 -65739.513693 	 295.573177
2:46:35.814 PM 12/12/2023 	 20282.815190 	 20283.332116 	 294.243792 	 295.332113 	 294.030087 	 295.382348 	 -65739.599361 	 295.544811
2:46:46.314 PM 12/12/2023 	 20283.854490 	 20283.990888 	 294.243792 	 295.328128 	 294.040148 	 295.442301 	 -65739.862082 	 295.614158
2:46:56.814 PM 12/12/2023 	 20282.840954 	 20284.418746 	 294.244098 	 295.325369 	 294.035684 	 295.279592 	 -65739.924908 	 295.402059
2:47:07.314 PM 12/12/2023 	 20283.652961 	 20285.552023 	 294.241954 	 295.321077 	 294.023498 	 295.251891 	 -65740.061984 	 295.315487
2:47:17.814 PM 12/12/2023 	 20283.135867 	 20284.387988 	 294.241341 	 295.320771 	 294.035000 	 295.265247 	 -65740.101964 	 295.457889
2:47:28.314 PM 12/12/2023 	 20283.698536 	 20282.936900 	 294.244098 	 295.328434 	 294.035094 	 295.237074 	 -65740.239042 	 295.467872
2:47:38.314 PM 12/12/2023 	 20283.087202 	 20283.947986 	 294.246243 	 295.333186 	 294.037149 	 295.227817 	 -65740.393257 	 295.443550
2:47:48.814 PM 12/12/2023 	 20283.852623 	 20284.149480 	 294.247315 	 295.334412 	 294.029356 	 295.229937 	 -65740.564610 	 295.390568
2:47:59.314 PM 12/12/2023 	 20283.523549 	 20284.589233 	 294.251297 	 295.344221 	 294.033914 	 295.296198 	 -65740.753101 	 295.489769
2:48:09.814 PM 12/12/2023 	 20283.356793 	 20284.614350 	 294.255586 	 295.344987 	 294.037811 	 295.261927 	 -65741.124382 	 295.379689
2:48:19.814 PM 12/12/2023 	 20284.393154 	 20284.581288 	 294.256811 	 295.344374 	 294.037717 	 295.132260 	 -65741.330021 	 295.283503
2:48:30.314 PM 12/12/2023 	 20283.708950 	 20284.642553 	 294.255433 	 295.345907 	 294.021917 	 295.248901 	 -65741.621349 	 295.377028
2:48:40.814 PM 12/12/2023 	 20283.954635 	 20284.411076 	 294.255739 	 295.344221 	 294.043575 	 295.215851 	 -65741.946962 	 295.383081
2:48:51.314 PM 12/12/2023 	 20282.983536 	 20284.218425 	 294.255586 	 295.342842 	 294.043197 	 295.221599 	 -65742.084065 	 295.350676
2:49:01.314 PM 12/12/2023 	 20283.386008 	 20285.454240 	 294.256505 	 295.335331 	 294.032617 	 295.111621 	 -65742.381128 	 295.216229
2:49:11.814 PM 12/12/2023 	 20283.806458 	 20284.541855 	 294.255127 	 295.331959 	 294.034861 	 295.226948 	 -65742.581079 	 295.377689
2:49:22.314 PM 12/12/2023 	 20283.859157 	 20286.065595 	 294.256505 	 295.326901 	 294.048110 	 295.179384 	 -65742.701052 	 295.404088
2:49:32.814 PM 12/12/2023 	 20284.411580 	 20285.179578 	 294.254973 	 295.327974 	 294.032405 	 295.243344 	 -65742.786747 	 295.414331
